TIME,30.0463,30.3998,30.7617,31.1323,31.512,31.901,32.2998,32.7087,33.128,33.5582,33.9998,34.4531,34.9187,35.397,35.8887,36.3941,36.9141,37.449,37.9998,38.5669,39.1513,39.7536,40.3748,41.0156,41.6772,42.3604,43.0664,43.7963,44.5515,45.3331,46.1426,46.9815,47.8516,48.7544,49.692,50.6664,51.6797,52.7344,53.833,54.9784,56.1736,57.4219,58.7269,60.0927,61.5234,63.024,64.5996,66.256,67.9996,69.8374,71.7773,73.8281,75.9995,78.3026,80.7495,83.3543,86.1328,89.1029,92.2852,95.7031,99.384,103.359,107.666,112.347,117.454,123.047,129.199,135.999,143.555,151.999,161.499,172.266,184.57,198.768,215.332,234.908,258.398,287.109,322.998,369.141,430.664
0.000000000,0.00116622,0.00216601,0.00587564,0.0116345,0.0156646,0.0108051,0.0101592,0.00267873,0.00170741,0.00148231,0.00147359,0.00144574,0.00443221,0.00448387,0.00653117,0.00922204,0.00374067,0.00152958,0.00203138,0.00534865,0.00591031,0.00203232,0.00309082,0.0101015,0.013596,0.0117062,0.0110751,0.00323299,0.00182069,0.00254445,0.00166714,0.00234965,0.00391625,0.00416306,0.00535243,0.00627091,0.00274974,0.000896158,0.000709969,0.000969071,0.00258498,0.00437044,0.00168897,0.00480977,0.00928228,0.00931504,0.0144335,0.00489668,0.00114336,0.00228709,0.00258408,0.00112666,0.000722362,0.000971167,0.00224068,0.00400859,0.00459508,0.00442374,0.00337488,0.00291509,0.0016149,0.00163278,0.000624748,0.00129621,0.00494053,0.0136654,0.0248683,0.00858686,0.00222874,0.00207078,0.000945929,0.000110633,6.64815e-05,0.000594215,0.00235267,0.00611015,0.00576572,0.00810524,0.0049069,0.00131951,0.000359837
1.486077098,0.00133387,0.00216601,0.00587564,0.0116345,0.0156646,0.010989,0.0139518,0.010869,0.0186722,0.0133666,0.00246942,0.00218202,0.00532342,0.00522678,0.00687011,0.0120344,0.00947698,0.0018957,0.00203138,0.00534865,0.00766319,0.0284226,0.0562457,0.0228841,0.014391,0.011795,0.0110996,0.00323299,0.00193099,0.00279884,0.00190426,0.00258245,0.0049055,0.00956323,0.0118504,0.00961054,0.00758064,0.00588649,0.00481176,0.00258491,0.00279125,0.00690734,0.00248775,0.00508583,0.0101527,0.0131476,0.0172201,0.0267616,0.0119955,0.00593047,0.00421262,0.00179162,0.000729277,0.000971191,0.00227241,0.00427592,0.00529938,0.00533313,0.00497197,0.00412387,0.00198226,0.00389727,0.00300725,0.00343679,0.00645071,0.0143046,0.0251983,0.00873675,0.00236109,0.00311745,0.00346478,0.00464406,0.00969647,0.00771344,0.00306017,0.00646212,0.00593356,0.00825293,0.00568821,0.00274189,0.00367449
2.972154195,0.00476545,0.00640797,0.00808813,0.0117084,0.0156646,0.0111027,0.0141697,0.0115001,0.0206752,0.0134375,0.00280883,0.00714736,0.00778749,0.00566788,0.00688573,0.0120344,0.00947698,0.00198398,0.00318212,0.0120224,0.0156716,0.0418797,0.0608699,0.0230509,0.0149709,0.0170544,0.0213429,0.0115831,0.00423776,0.0031612,0.00305868,0.00265953,0.00551366,0.0148733,0.0157913,0.0152184,0.0135653,0.007108,0.00582105,0.00304603,0.00279125,0.00690734,0.00248775,0.00508583,0.0103726,0.0182953,0.0461482,0.0486691,0.0163829,0.00593047,0.00421262,0.00179162,0.000729277,0.000971191,0.00243339,0.00679381,0.00649882,0.00644061,0.00919756,0.0140368,0.039103,0.0567752,0.0144362,0.00452309,0.00645071,0.0143046,0.0251983,0.00873675,0.00236109,0.00311745,0.00346478,0.00464406,0.00969647,0.00771344,0.00306017,0.00646212,0.00593356,0.00825293,0.00568821,0.00274189,0.00367449
4.458231293,0.00480568,0.00664021,0.00879421,0.0121541,0.0157828,0.0111596,0.0141868,0.0116939,0.0213204,0.0146482,0.00463447,0.00851907,0.00808132,0.00570579,0.00699847,0.0127751,0.010687,0.00243361,0.00325297,0.0120834,0.0156905,0.0420855,0.0612305,0.0234163,0.0155406,0.0171323,0.0213441,0.0115862,0.00427958,0.00381292,0.0051712,0.00439154,0.0059216,0.0149133,0.0157927,0.0153867,0.0143762,0.00780696,0.0060676,0.0031494,0.00280097,0.0069426,0.00271076,0.00546551,0.0113017,0.0189636,0.0463505,0.0487141,0.0163985,0.00634106,0.00640016,0.00570967,0.00265815,0.00148705,0.00247516,0.00683602,0.00665182,0.00704618,0.0107344,0.0160858,0.0392992,0.0567943,0.0144699,0.00470536,0.00757934,0.0169482,0.0286635,0.0106487,0.00255672,0.00323976,0.00498002,0.00981112,0.0149292,0.0102221,0.00346139,0.0066034,0.00605741,0.00921667,0.00708162,0.003703,0.00456888
5.944308390,0.00493102,0.00732596,0.00994775,0.0130462,0.0165282,0.0114965,0.0142116,0.0117041,0.0214902,0.0152721,0.00523013,0.00882225,0.00828716,0.00580237,0.00700962,0.0127975,0.0106991,0.00244069,0.00327,0.0120915,0.0157571,0.0425624,0.0620562,0.0245108,0.0166744,0.0175438,0.0214247,0.0115899,0.00432344,0.00383837,0.00519523,0.00446655,0.00598963,0.0150904,0.015945,0.0154127,0.0143847,0.00781858,0.0060676,0.0031508,0.00280097,0.00696568,0.00299995,0.00665737,0.0124205,0.0196615,0.0466956,0.0487788,0.0163989,0.00635842,0.00642415,0.0057131,0.00269095,0.00154033,0.00247924,0.00683732,0.00665697,0.00705546,0.0107467,0.0161,0.0393148,0.0567943,0.0144775,0.00482393,0.00820759,0.0177799,0.0290829,0.0108681,0.0025903,0.00323976,0.00498655,0.00983532,0.0149395,0.0102429,0.00350051,0.00663112,0.00606693,0.00924485,0.00711922,0.00373124,0.00458885
7.430385488,0.00501672,0.00744882,0.0106368,0.013886,0.0181058,0.0135566,0.0145282,0.0119842,0.0216065,0.0152721,0.00523013,0.00882225,0.00828716,0.00585472,0.0073321,0.0132151,0.0108156,0.00262145,0.00365754,0.0125528,0.0161153,0.0428373,0.0622521,0.0251341,0.018135,0.018562,0.0218234,0.0116642,0.00441616,0.00405899,0.00585193,0.00521617,0.00628826,0.0151277,0.0159457,0.0154236,0.0144188,0.00793414,0.00632627,0.00353538,0.0032063,0.00711494,0.00313297,0.00696153,0.0130493,0.0206917,0.0477337,0.0495098,0.0166264,0.00675376,0.00706512,0.00664217,0.00400145,0.00228833,0.00277778,0.00707841,0.00685077,0.00721142,0.0108374,0.0162261,0.0393879,0.0569789,0.0149375,0.00530007,0.00944841,0.019485,0.0310168,0.0125355,0.00300889,0.00327312,0.00524933,0.0106099,0.0156503,0.0105811,0.0036783,0.00690241,0.00665913,0.0096562,0.00716624,0.00373124,0.00458885
8.916462585,0.00555626,0.00758765,0.0106615,0.0139238,0.0182885,0.0139174,0.0148178,0.0138716,0.025335,0.0160299,0.00523793,0.00902966,0.00865949,0.00614356,0.00745106,0.0132357,0.0109052,0.00275119,0.00379308,0.0128178,0.0163591,0.0430648,0.0625248,0.0252126,0.0182497,0.0187194,0.0220285,0.0132323,0.00561182,0.00425498,0.00593369,0.00541933,0.00648319,0.0152491,0.0160096,0.0154406,0.0144465,0.00823099,0.00740978,0.00484089,0.00354458,0.00713319,0.0031722,0.00730636,0.0138723,0.0210269,0.0481648,0.0506809,0.0169978,0.00677191,0.00714502,0.00696686,0.0042875,0.00269868,0.00313998,0.00731913,0.00689709,0.00724832,0.010958,0.0164004,0.0395533,0.0570424,0.0149804,0.0053416,0.00948747,0.0196191,0.0313341,0.0129667,0.00314008,0.00383364,0.00568807,0.0109699,0.0159716,0.0107461,0.00379902,0.00693864,0.00671653,0.00979954,0.00733645,0.00396831,0.00503613
10.402539683,0.00565096,0.00847705,0.0150714,0.0153575,0.0191697,0.0148731,0.0168939,0.0142163,0.0253586,0.0160299,0.0057136,0.011928,0.0102215,0.00761765,0.00934428,0.0138078,0.0111253,0.00278971,0.00379308,0.0128228,0.016783,0.0468104,0.0658569,0.0253076,0.0196497,0.02047,0.0233908,0.014364,0.00600488,0.00427856,0.00593905,0.00541933,0.00660094,0.0153621,0.0160524,0.0160646,0.0148385,0.00828184,0.00740978,0.00484089,0.00357253,0.0111435,0.0031722,0.00751611,0.0164023,0.0223582,0.0506688,0.0525804,0.0175214,0.00677329,0.00714673,0.00696686,0.0042875,0.00269868,0.00361562,0.00828711,0.00724379,0.00736273,0.0109652,0.0164004,0.0395764,0.0570567,0.0149804,0.00540856,0.0100837,0.0241523,0.0344623,0.0154535,0.00324987,0.00383364,0.00569696,0.0109699,0.0159777,0.0107505,0.00571165,0.00744639,0.00683864,0.00999143,0.00744809,0.00397354,0.00505173
11.888616780,0.00565131,0.00859482,0.0151809,0.0172642,0.02152,0.0159602,0.0173954,0.015864,0.025696,0.0163851,0.00597418,0.0123496,0.0127619,0.0102438,0.010707,0.0147921,0.0114047,0.00293177,0.00443438,0.0130184,0.016783,0.0470527,0.0677463,0.0288833,0.020934,0.0218546,0.0247064,0.016126,0.00743433,0.00488837,0.00607239,0.00681833,0.00966325,0.0183799,0.0185727,0.0177574,0.015872,0.00966991,0.00749365,0.00484089,0.00359634,0.0116281,0.00748031,0.00916878,0.0175012,0.0240058,0.0509858,0.0543752,0.0185404,0.00683794,0.00736766,0.00808514,0.0048879,0.00564347,0.00454913,0.0096777,0.0118712,0.00879415,0.01184,0.0178533,0.0398618,0.0573072,0.0183605,0.0069817,0.0114112,0.026525,0.0395044,0.0171055,0.00339947,0.00418437,0.00617479,0.0109699,0.01606,0.0109981,0.00602871,0.00952737,0.00827123,0.011983,0.00819452,0.00409594,0.00505173
