BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
-292.146,38.7068,-1.13805,0.81186,-11.3072,-9.8087,-3.85206,0.912967,-3.28155,8.17321,-16.3236,3.56906,-9.48111,3.83322,-10.4298,-3.11429,-6.11781,-1.73554,-3.97951,3.46894,-5.22871
-289.216,39.1222,-1.96886,3.24065,-15.8107,-7.02538,-3.62921,0.295696,-5.94331,7.25344,-12.4095,4.35011,-7.46845,2.49172,-9.76299,-0.199403,-7.4463,5.44625,-5.17693,2.11581,-3.85046
-284.749,43.6397,3.40186,7.92945,-12.5668,-3.23071,-3.56785,4.36686,-5.69203,8.40738,-12.2719,5.0692,-7.20725,3.33774,-9.04003,0.630569,-5.58282,3.21816,-5.5458,3.15513,-5.31064
-287.51,44.257,1.61694,8.30837,-10.4391,-4.29936,-2.10557,2.31237,-1.52748,10.7759,-14.6079,6.31736,-7.3141,4.65666,-6.23101,0.774296,-3.6755,3.27489,-6.029,1.78547,-5.92248
-285.99,42.9675,5.02865,11.2533,-12.9802,-1.57166,-1.66429,2.63313,-4.66137,8.85539,-13.1925,4.95334,-6.89926,3.76898,-9.59288,-1.32036,-5.36412,3.81741,-4.73585,3.00549,-6.29429
-280.915,37.299,5.97566,13.2059,-11.9485,-1.61872,-4.86631,5.00165,-5.92943,8.56718,-10.943,6.87368,-7.77505,3.78269,-9.56172,0.610972,-6.20811,4.06477,-6.96419,2.59273,-4.97521
-282.935,33.618,6.14533,14.6008,-13.6746,1.15603,-6.72234,5.06093,-6.70821,8.17828,-11.4303,8.74717,-7.0394,3.60367,-8.92597,0.487014,-3.90857,6.9638,-5.24407,3.21092,-4.38521
-289.54,37.3086,5.03475,13.9219,-5.5976,-1.10322,-4.97036,1.13511,-7.10437,9.05929,-13.553,8.50053,-7.63158,4.9125,-10.2633,-0.475171,-8.08931,6.1253,-6.737,4.05377,-5.05537
-289.512,32.9431,5.75697,13.3076,-7.39037,-2.29633,-5.21378,1.22418,-6.35582,9.60285,-11.2638,8.04162,-8.38301,4.7925,-8.16426,0.657737,-6.54033,7.9206,-5.83847,5.15316,-4.11929
-294.212,33.548,7.12428,18.224,-10.1659,1.07271,-10.4011,2.82087,-7.41507,10.0478,-10.7827,7.71121,-6.45361,3.80934,-12.5329,1.42256,-6.4658,5.98575,-4.69499,3.7322,-3.63424
-297.15,34.4472,8.04831,13.565,-7.31686,2.52497,-9.23801,3.74449,-8.01545,5.2855,-9.49081,7.35141,-6.90167,5.17459,-14.7314,0.107414,-7.86143,7.65612,-6.83738,3.58667,-5.41126
-304.472,33.0516,3.83846,14.0983,-8.45146,8.65949,-12.6842,5.20873,-6.49793,4.86274,-6.04675,6.24661,-4.00606,5.39204,-11.1686,2.20786,-7.53037,7.59454,-3.18905,4.22319,-4.66407
-298.651,31.0266,8.05815,13.6656,-3.21649,8.10716,-7.78302,4.939,-3.31833,5.51496,-6.02578,6.09645,-4.29261,5.0254,-10.8407,-2.47905,-5.93914,5.8636,-3.12925,1.30044,-5.99336
-291.027,30.5957,5.05789,10.3636,1.67342,6.68052,-4.69918,3.30342,-3.41511,2.60188,-5.158,0.0677878,-2.18205,1.41514,-4.91765,-2.92754,-4.56486,3.7776,-2.35748,0.933495,-3.57824
-307.968,49.0482,-7.59805,19.3913,-8.0644,19.3754,-15.8027,11.5285,-8.67922,8.17816,-6.84752,2.79234,-6.48352,2.97741,-5.69137,-4.03009,0.313511,-0.758081,0.0668964,-2.19292,1.09608
-319.135,53.7316,-7.77582,15.9615,-11.312,15.9402,-15.8687,11.1173,-7.62342,5.61318,-8.06783,2.44465,-8.48772,1.88738,-7.57404,-5.1032,-1.3414,-1.42963,0.19155,-2.43978,-0.418519
-324.528,56.502,-13.0101,18.2605,-13.2599,14.5013,-16.8176,7.60306,-3.56831,4.60346,-8.32446,0.172415,-4.46088,0.571482,-5.28257,-2.80932,-2.76264,-2.17769,-0.366276,-0.594111,0.281004
-342.107,68.2009,-21.3314,24.7106,-14.6234,16.2036,-13.4893,6.08095,0.225517,-1.32608,0.338703,-8.00986,2.30913,-6.04889,1.01773,-7.4632,-0.311608,-3.17117,-0.618661,0.709759,-3.96137
-348.331,67.6544,-21.3898,24.4179,-16.371,18.9505,-13.1524,3.64249,1.86851,-3.16889,0.728495,-9.39515,2.60241,-8.51704,-1.78699,-8.36285,-1.08216,-0.381557,-1.06774,3.69496,-2.28498
-349.814,68.1928,-20.7996,24.8932,-16.4142,15.5118,-12.7727,4.75969,2.17534,-1.06661,0.212129,-8.52425,3.45866,-6.78888,0.117008,-6.6578,0.272581,0.347904,-0.534131,3.22598,-2.65115
-335.751,56.7272,-8.80639,17.5552,-12.957,13.3706,-14.3234,9.92627,-9.15913,7.24639,-10.751,3.10233,-7.22725,1.30247,-3.7214,-4.84208,0.149276,-2.00828,3.19036,-2.02649,0.916178
-353.58,66.8523,-21.4603,23.1532,-15.2588,14.7543,-13.4312,4.99217,-0.250792,-1.91283,-1.20622,-2.31147,4.08016,-3.30272,-0.107795,-3.46868,0.0521949,3.23336,1.33459,1.56099,-1.727
-357.986,67.2266,-18.9994,25.1602,-20.9245,12.4042,-15.6067,3.57677,-2.04815,-1.48287,-2.06395,-3.67624,6.00501,-6.66913,1.94021,-8.56114,0.560325,-2.35364,-0.481203,2.33224,-4.07071
-352.926,68.4901,-18.9952,26.6703,-18.8078,15.9336,-10.7853,4.33305,0.213015,-2.72611,2.74116,-5.03455,7.42604,-4.69056,2.4239,-6.29215,-0.297382,-1.12591,-1.0424,2.95851,-3.47662
-350.129,62.7186,-14.6604,27.3701,-14.862,17.4412,-14.6679,10.9363,-1.55832,4.70614,0.778542,-2.6505,5.47724,-5.89205,2.75602,-11.6947,3.6592,-4.11371,0.447749,0.225015,-2.10606
-351.948,66.1079,-20.1866,28.8901,-20.5111,14.8698,-11.4186,5.71682,-0.113852,0.74043,0.83854,-6.12989,6.93652,-4.61095,0.430987,-7.17797,2.76649,-1.16255,-2.60366,0.263937,-5.51816
-356.383,64.0533,-13.8759,26.3208,-19.3382,16.4732,-15.5474,5.52235,-1.03333,2.69075,-2.95008,-2.09729,5.17025,-7.46398,3.48526,-8.41548,5.00266,-1.66666,2.0789,-1.71099,-5.59969
-366.101,76.5418,-21.287,28.4658,-16.3434,9.57599,-8.34433,-2.12644,5.24888,-3.89198,2.43897,-1.94723,4.39314,-2.96497,-4.75539,-3.78523,0.17149,0.132544,0.320339,-0.370662,-4.16572
-370.221,73.7421,-18.8777,24.6053,-15.9127,10.0512,-12.4709,1.53664,2.60187,-2.73256,1.99575,-2.81723,5.29676,-3.58101,-2.78863,-4.68867,2.13706,-0.371327,1.76784,-0.472735,-3.93123
-369.31,70.4,-15.8866,25.196,-15.6008,13.6874,-12.6862,1.33118,-0.387208,0.357016,-1.02521,-3.52101,5.11518,-5.55784,-0.422084,-6.69257,1.30789,-3.47469,1.81445,-0.176845,-0.659654
-363.33,59.0955,-7.25044,19.1143,-14.0789,12.4284,-17.4073,6.68432,-8.05377,8.11053,-6.60773,3.49218,-2.65237,0.520697,-4.01794,-5.21671,-1.18268,-2.79796,1.49643,-5.57173,3.21236
-344.794,44.6423,-4.60606,18.6329,-15.1415,12.4952,-18.716,11.7649,-7.98254,8.18066,-13.3453,8.63086,-7.0577,3.60116,-8.14782,-3.4709,-1.1396,-1.54743,0.675213,-3.39178,1.37199
-353.851,48.0841,-3.67939,25.1173,-12.3404,16.083,-16.5791,13.672,-2.26434,9.42592,-12.889,7.12524,-2.71692,1.63171,-3.01183,-4.08299,1.0078,-2.90634,2.27239,-2.37945,4.26078
-332.484,34.5144,-5.27212,14.8505,-7.17761,11.7363,-14.8441,8.58959,-5.624,11.9782,-7.68456,6.71773,-5.62828,1.20593,-6.36078,1.30353,-5.23211,1.45027,-2.23207,1.99822,-4.39166
-318.747,34.3388,-9.23624,13.3408,-4.7996,11.542,-12.8954,10.4557,-3.64239,10.7586,-8.01857,4.86477,-6.33893,6.03849,-3.64352,2.65194,-4.93786,4.59214,-1.13698,4.21067,-1.34873
-345.42,62.3595,-23.2596,26.6604,-8.43408,15.6417,-15.1619,5.4913,1.91654,3.42411,-1.73744,-4.31062,-1.38803,-3.49587,-2.37662,-5.79128,-3.89599,-0.481331,1.19149,1.43806,-2.42817
-355.695,67.2391,-23.6012,25.1663,-14.5662,17.5332,-14.997,3.30874,0.404676,1.60813,0.521124,-8.67656,4.32235,-6.33168,2.44959,-9.46655,-1.38205,0.270591,-2.52524,2.65361,-4.42484
-363.173,71.246,-24.3185,26.23,-12.3076,14.2717,-11.2902,0.184892,2.60116,-1.61414,0.342837,-7.35586,3.94764,-4.352,-1.72154,-7.66768,-0.834184,1.1115,0.0926365,1.73667,-2.82212
-364.459,68.7814,-22.4259,24.399,-14.7908,17.7064,-14.4146,2.68936,-1.20304,-0.159523,1.08527,-9.12213,4.9798,-3.97645,-0.833154,-9.43005,0.514733,-2.12463,-1.57782,2.04268,-3.83498
-370.632,70.5179,-24.6379,24.9714,-13.3713,17.9497,-12.8529,-0.202531,0.414731,-0.964069,0.41815,-8.01892,4.19064,-4.59616,-0.835659,-7.25924,0.713458,-1.99042,0.174966,3.06605,-4.79864
-370.398,64.717,-23.7285,23.7728,-13.8996,19.1961,-14.4824,3.34545,-1.50926,-0.281617,-0.866704,-9.49023,4.09609,-6.50987,2.49663,-6.93311,0.661187,1.41308,0.684386,1.69407,-4.03798
-388.761,81.9441,-33.1355,29.129,-10.2723,6.61241,0.70469,-11.5952,10.6267,-7.23195,4.23636,-5.85961,-4.24696,3.63199,-10.7491,0.399383,-6.28085,-0.0651763,2.20241,-3.40547,2.50814
-392.568,82.9179,-35.7478,26.4591,-10.2766,5.23328,-1.09658,-11.2759,10.4995,-9.9444,3.61568,-4.7531,-4.26356,3.96922,-12.5236,0.615422,-5.75981,-0.0478835,5.10954,-2.32529,2.69895
-383.263,72.1605,-28.6256,28.0654,-15.816,12.3411,-11.6181,-5.10684,2.54613,-7.30193,3.94572,-8.52682,2.85754,-3.9854,-3.90581,-4.98509,-3.53324,3.98075,1.01721,5.71521,-2.41415
-378.976,80.8359,-24.2961,28.9597,-9.70498,12.3618,1.04173,-3.94481,11.2477,-5.78089,4.01417,-4.98166,0.616657,1.42127,-6.89072,-0.265656,-3.46055,1.84334,1.54933,-1.54911,0.968556
-392.92,81.9429,-27.2539,28.9216,-10.5588,9.21991,3.29102,-8.20441,13.3486,-7.32169,3.0053,-3.24174,-2.78161,3.25851,-9.64289,1.60006,-3.09335,1.51113,3.11374,-4.21121,3.68375
-379.969,69.3944,-18.1349,25.1397,-14.2959,14.3201,-9.45331,6.34971,-0.558723,0.0425186,-1.63628,-7.58884,2.72244,-4.2721,-1.30914,-7.1704,1.63287,-3.23085,1.16213,-1.53548,-2.365
-380.532,70.2781,-18.8339,26.5266,-14.2145,16.8916,-8.96562,3.49906,0.416446,-2.11608,-0.757789,-5.62768,2.27721,-5.16457,0.668116,-5.96251,0.102862,-2.15565,0.310265,1.23865,-2.41387
-394.993,83.3351,-27.3403,30.7017,-9.93724,4.17868,2.52938,-9.34487,9.8516,-8.52499,1.07066,-4.15974,-4.54005,3.60089,-7.95266,1.06082,-3.96419,-0.581626,1.81184,-2.0506,2.79639
-394.71,82.8091,-26.0839,30.2654,-11.1035,5.35907,0.617837,-9.68813,10.2687,-9.05495,2.33469,-2.88051,-3.44619,3.40462,-10.0166,2.25143,-3.19317,-0.346702,3.21568,-1.36661,0.743811
-398.385,82.4319,-25.081,32.3069,-10.8365,4.69594,2.84572,-9.93911,10.0672,-9.03123,0.343867,-1.93195,-4.24588,1.12952,-9.42559,1.63371,-2.60944,1.64836,3.93621,-2.4429,0.103207
-399.325,78.8992,-24.0134,34.5577,-11.4249,7.33412,0.420427,-8.37141,10.954,-9.92543,2.47976,-3.80581,-2.91623,1.5359,-9.5569,3.55007,-3.04885,4.34305,4.15606,-2.81183,4.82317
-372.57,55.8793,-10.1045,24.3242,-8.67534,7.18007,-6.17929,5.56468,-5.51416,7.59504,-14.8418,8.62203,-12.3235,6.71097,-10.2518,-0.470092,2.87174,-4.29335,11.3406,-8.73199,5.0598
-368.243,49.8649,-4.86105,24.7245,-9.71968,15.2672,-14.2005,10.6994,-9.86206,7.46246,-9.22731,8.79024,-2.07858,-0.0696116,-4.81136,-1.30566,0.472232,-0.170966,4.70744,-0.801063,2.62622
-345.173,44.1345,-8.61264,21.2915,-12.3841,16.6423,-14.8804,14.2176,-11.5861,8.76935,-9.40235,4.39232,-8.88735,1.73251,-4.75813,-1.13851,-1.12332,0.815755,5.73527,-2.86151,-0.220373
-337.736,45.52,-13.9929,22.1954,-9.96522,15.489,-14.2031,11.4059,-7.00709,9.60269,-10.1926,3.36376,-8.38456,3.52805,-2.86964,-2.86444,-3.20827,1.78965,7.16164,1.03814,2.87197
-367.819,66.4525,-31.0012,26.723,-13.2191,17.8402,-10.2112,6.85896,0.13546,0.319783,2.37842,-11.2228,0.1379,-8.26743,3.06561,-7.68365,-2.95938,1.68543,1.99724,4.60234,-1.58148
-386.03,77.0777,-33.6733,28.121,-10.3682,10.0944,-1.84289,-3.087,7.31268,-6.14048,2.02495,-8.42746,-2.96899,0.745678,-5.05732,-2.19427,-5.83569,-1.60292,4.19166,2.69386,2.09064
-395.425,80.7054,-37.0071,27.0463,-5.15957,5.7537,1.95153,-8.32403,6.15477,-1.29352,-3.28408,-4.74684,-4.44196,-0.957748,-5.16593,-5.00462,-3.16783,-1.71644,3.86095,2.2434,1.16985
-379.007,65.0611,-24.1793,24.2659,-15.7155,20.7184,-12.1261,5.54245,-3.351,2.2935,-0.185485,-10.2805,2.1259,-8.20304,3.06402,-10.0939,-1.56024,0.11174,2.14545,4.98973,-2.32481
-381.806,64.9344,-22.5798,23.7513,-15.2974,19.8087,-11.9491,6.65477,-2.75695,2.28176,1.27854,-11.5195,1.9359,-9.05875,1.46021,-10.1643,-0.125311,0.84793,2.40266,5.54201,-3.08513
-399.747,79.007,-33.5924,26.2354,-13.4014,8.18791,0.396616,-7.9334,10.3724,-6.64616,3.40921,-6.77752,-6.71653,2.03359,-10.4534,-1.5179,-4.87548,0.659893,5.751,1.21873,3.26984
-405.704,80.676,-33.5184,27.8622,-13.9582,4.2983,1.85203,-10.6247,10.9083,-6.76198,2.46476,-6.61058,-6.31488,3.60588,-10.5233,-1.31191,-6.3587,0.613628,6.18044,-0.198815,6.26321
-403.213,78.2005,-34.0292,26.6518,-14.4418,8.49008,-0.381632,-7.41083,8.96413,-7.29416,4.10364,-6.42314,-3.92305,-0.0854663,-8.43534,-2.78828,-6.74838,0.896022,3.7847,0.119183,3.86133
-390.902,66.4453,-30.3762,25.1891,-19.5033,16.6213,-9.99722,1.02443,0.774487,-3.96269,4.68056,-10.9649,4.16573,-7.29585,-0.685185,-4.61001,-3.00242,1.86879,-1.73418,5.17508,-0.559981
-402.091,80.7933,-27.8475,29.8579,-12.282,8.36949,6.73644,-8.49755,13.0701,-4.62471,4.05426,-3.57892,-3.75391,2.52385,-8.6895,0.205797,-4.26455,0.38388,3.54237,-2.05075,3.74394
-402.26,73.0563,-25.2471,29.0139,-15.8118,14.4003,-0.561076,-0.927692,7.35796,-4.04603,3.59038,-8.24808,-2.78446,-4.97201,-4.75493,-3.69251,-4.65522,0.350439,1.32731,3.45802,-1.34753
-394.763,67.504,-24.3826,29.9494,-18.4547,18.0271,-8.13867,2.22489,3.94017,-2.20749,5.5693,-10.89,2.29091,-6.30216,-0.134683,-6.32934,-4.41289,1.1231,-0.903919,6.35107,-3.42536
-392.072,63.7745,-21.6303,29.7136,-20.3814,18.4595,-9.55953,6.65115,0.490055,0.0263141,4.67187,-13.461,3.49247,-8.47341,0.805996,-6.14421,-4.46551,0.805928,-2.17128,6.64426,-3.12112
-394.301,66.4984,-19.8367,30.756,-19.3574,17.3011,-6.45849,4.50929,2.6588,-0.836933,4.17259,-9.17381,1.78016,-8.62725,-0.769334,-5.62705,-1.60795,0.726971,0.917968,3.60967,-1.45093
-414.536,77.5889,-29.6569,31.9421,-15.5094,7.8422,5.7521,-7.06286,13.7497,-7.98774,4.48776,-4.00808,-7.20623,2.48353,-10.3499,0.414926,-4.48649,-0.255216,5.30249,-1.36753,4.30657
-407.015,67.0312,-27.7472,32.997,-14.3959,13.8243,-3.86333,1.0768,5.0249,-4.03237,0.869642,-7.28658,-1.65894,-3.87898,-4.36838,-5.43026,0.292212,-1.32713,1.26372,1.81977,0.933226
-383.481,57.1065,-19.1751,31.5457,-18.0327,20.2233,-11.1133,12.5351,-2.51042,0.253339,1.61932,-5.46828,2.47583,-9.62472,0.877169,-6.56586,0.339106,-2.18177,0.451279,2.04782,-2.75581
-339.438,28.1433,5.55979,10.2451,3.39949,10.6151,-6.73019,3.62962,-2.62182,5.8068,-2.1793,6.55464,-3.61557,-0.916419,-2.70324,0.404072,-2.97526,0.999538,-2.23848,2.8787,-3.46182
-320.687,32.2517,4.08634,13.8226,0.445409,9.45448,-4.94186,3.30731,-2.73091,5.38165,-1.63475,0.809626,-4.4806,-0.184767,-5.94166,1.13692,-2.16633,0.592282,-2.78042,0.841478,-0.974566
-361.294,64.5031,-20.0594,28.7179,-9.70922,15.0314,-7.99102,0.190379,-1.52599,2.06863,0.280866,-9.56831,-2.48025,-4.96587,-1.3512,-5.55156,-3.8863,0.844526,-0.557384,1.52572,-0.378896
-384.36,80.1188,-30.0822,30.1104,-6.04923,6.30095,-0.595844,-11.5738,8.56554,-7.68868,4.44228,-6.01436,-6.87225,2.4972,-10.4883,1.23596,-6.30946,-1.11994,0.127094,-4.20325,4.1719
-387.561,79.1275,-31.5674,29.2713,-7.14533,8.81363,0.426265,-11.9785,9.43943,-8.10594,1.71232,-9.38702,-6.62019,3.58882,-9.62285,1.75453,-4.89256,0.407765,0.176983,-5.86635,3.23918
-380.217,70.4745,-23.5668,23.8865,-11.8085,17.1358,-9.36617,-1.28053,-0.413258,-1.54897,-0.579413,-9.18295,-1.40334,-4.63229,-1.19778,-7.65077,0.692159,-2.759,-1.07237,-0.731754,-1.54799
-395.603,79.8463,-27.8293,29.176,-10.4224,8.77645,-0.845293,-12.0151,9.31671,-4.90129,2.15537,-7.65867,-5.32046,2.47355,-8.61576,0.94147,-4.98335,-1.0422,1.21015,-4.35852,4.93745
-385.898,68.2189,-22.898,26.2883,-15.4774,17.1669,-9.07774,0.540604,0.747503,-3.26488,2.9226,-12.1397,2.8171,-8.38764,-2.87238,-5.15698,-2.82936,2.25158,-3.58402,3.54577,-1.09472
-385.258,64.9889,-21.5505,24.0047,-15.1219,17.7394,-13.7234,2.88745,-4.61576,0.746977,0.877074,-10.6177,1.59267,-7.78015,-1.44465,-7.43288,-1.84328,-3.47131,-1.39647,1.16596,-1.50505
-393.865,69.4847,-23.7764,24.3615,-11.3073,13.2159,-8.42246,0.438404,-2.375,0.950385,-3.55372,-8.19598,1.98623,-10.0924,0.181155,-7.40675,-2.0525,-0.766557,-2.11306,4.18214,-0.233108
-399.408,69.3201,-26.0547,28.1054,-12.6274,15.357,-5.42538,-0.0542162,3.33914,-1.49447,1.87854,-5.68324,2.88621,-4.5295,-0.736076,-4.62996,-1.92067,1.0444,0.917638,1.71609,3.15819
-391.771,66.5182,-23.8611,26.9988,-16.1414,18.2537,-7.59549,2.30046,-0.577841,-0.325242,1.38974,-7.2421,2.1495,-7.63038,0.578407,-7.13789,0.197647,-2.12942,-1.99556,0.374348,-2.02859
-388.594,61.6116,-18.821,26.1103,-17.7636,20.7003,-10.3156,7.6585,-0.150662,3.15205,5.34032,-6.85334,3.47413,-8.70951,1.99082,-7.73218,-0.0966355,-1.35931,-0.811351,1.03146,-0.824869
-411.157,78.822,-30.5529,31.493,-13.1433,7.80701,4.70534,-9.31993,11.3316,-3.47465,5.43046,-5.75737,-5.88278,-0.875901,-10.5399,0.807739,-6.22324,0.326469,-1.2901,-4.44249,4.95809
-408.573,79.0703,-28.4017,33.6381,-12.1534,7.39722,1.86187,-10.53,13.4909,-3.33737,5.40295,-5.20963,-7.61402,-1.31894,-9.56248,3.78126,-4.12916,-0.377133,0.372929,-4.44889,4.8442
-396.301,63.5907,-19.6245,24.7912,-14.991,16.9619,-11.1601,9.47432,-3.71122,6.69026,0.424523,-9.12821,3.22106,-11.7112,4.84697,-7.80615,2.47617,-0.164456,-1.79011,3.46018,-3.4834
-404.144,72.6131,-21.6715,30.625,-13.2965,13.4572,-4.54477,-1.35791,3.02991,-2.53659,3.47907,-6.85415,-1.1367,-3.60611,-3.38432,-1.42617,-2.50466,-0.642861,0.362326,-1.71269,-0.970559
-419.008,81.4841,-30.2138,32.725,-8.90349,2.20414,5.52086,-10.3907,7.18856,-3.17555,1.13197,-0.975071,-3.29685,-0.413108,-4.61638,0.468447,-1.53421,0.212181,-1.63227,-2.10674,0.642277
-400.404,64.7387,-22.639,30.881,-16.9622,16.6995,-9.87959,2.30931,-3.04526,-0.67726,2.15875,-8.84329,4.69957,-9.05604,1.57259,-2.79222,-2.06999,-0.143899,-5.13629,0.504086,-2.05086
-388.424,58.5454,-23.4989,32.1121,-17.1843,18.7225,-14.6011,6.73166,-4.29164,-0.111787,0.947732,-9.52155,3.0519,-8.08257,2.50247,-6.40156,2.99791,-2.9876,-3.01845,2.84137,-2.49135
-381.556,49.9709,-15.5724,27.4391,-16.9597,16.4618,-14.4552,11.3958,-5.77606,3.47358,-4.69215,-0.357256,-2.33047,-5.19247,-2.22506,-3.17445,-1.45016,-2.23271,-1.2657,-0.734612,0.0455566
-344.627,42.2821,-14.388,21.5841,-12.7699,21.1729,-13.9525,14.6484,-10.1129,11.0399,-9.79714,4.85214,-10.3698,-1.2918,-2.4966,-2.76855,0.384877,-3.58471,2.56944,-1.17152,2.37287
-350.36,50.9857,-16.3406,21.847,-11.2161,20.0127,-10.486,12.3787,-3.93452,6.53521,-7.89533,-1.94681,-5.74764,-1.30103,-3.72508,-3.90264,1.11739,0.342775,2.7434,2.79892,6.79396
-388.385,80.3908,-38.1855,28.5819,-12.5868,7.84579,1.85082,-8.3665,13.1797,-8.28485,2.14004,-6.73382,-5.64053,4.27534,-10.3762,0.0678019,-4.79162,0.844139,2.11005,-0.960548,8.04619
-380.636,72.7596,-30.9572,23.8847,-11.5831,13.2199,-6.91977,1.95945,2.55088,-1.26934,-1.72179,-8.36594,-1.06456,-5.0896,-1.37029,-8.31702,-0.780174,-1.92591,-1.97328,4.8833,0.218457
-379.154,62.8427,-27.4254,20.7252,-16.0996,20.1422,-13.6227,6.2848,-1.06314,1.13298,-2.3632,-11.4248,1.27192,-6.96601,1.48844,-9.8756,1.2647,-1.07561,-1.05866,6.10805,1.03445
-381.801,67.0912,-25.24,20.9641,-14.3872,18.8821,-12.3977,4.54249,-3.64854,1.09888,-2.74672,-11.777,2.82014,-7.16711,0.12762,-8.33963,-0.854585,-2.03529,-1.18722,2.51093,0.739746
-401.282,80.7996,-35.3717,25.3079,-11.063,9.82033,4.00083,-8.68169,10.4788,-6.61114,-0.303677,-7.97156,-5.03424,0.872564,-8.71264,1.97373,-5.58222,1.685,3.61012,-0.627938,7.40413
-388.839,68.2304,-29.9524,24.8101,-18.0501,18.2375,-7.84709,0.621695,1.61612,-2.24766,1.60513,-14.6183,2.05454,-7.67022,-2.11831,-5.0982,-2.76654,1.44319,-2.96751,6.28877,-0.72319
-401.126,72.8495,-34.9476,25.4352,-18.7114,10.8937,-0.879542,-6.82913,7.55401,-5.88552,1.85139,-11.0053,-4.72674,0.682362,-5.37151,-1.67475,-5.01833,1.20642,2.85054,1.14472,4.10564
-404.56,73.2998,-35.2235,26.841,-19.9442,13.404,1.66796,-6.48586,7.82047,-7.8981,1.31745,-11.688,-6.34012,-1.4221,-7.1973,0.113004,-3.48145,2.21737,2.44869,1.12501,2.81379
-393.717,67.8303,-28.4048,26.6753,-22.1313,15.4239,-9.02152,0.912868,1.66716,-2.82833,3.11133,-13.9021,2.65911,-5.6078,0.550176,-3.26176,-1.6744,3.19966,-0.610734,7.12753,-0.21821
-389.086,80.7358,-29.1646,29.0936,-8.93115,13.2967,7.30542,-6.53096,13.9482,-4.18128,4.6495,-4.77998,-3.91237,3.31804,-7.24901,3.64096,-2.99694,0.58073,3.0733,-5.60121,4.69162
-389.248,73.5478,-19.4183,25.5542,-7.70929,13.8456,3.24802,-1.31652,7.3676,-1.58608,-3.34759,1.07408,-8.587,6.82433,-8.35271,3.73994,-0.483117,-4.81383,6.70805,-9.7059,8.06859
-391.13,70.2402,-18.608,24.6598,-8.53205,10.9379,2.60633,-1.70962,2.41367,1.53989,-7.88916,3.97134,-13.3788,10.171,-9.30968,2.4758,-1.66761,-5.69546,11.0947,-12.9444,9.358
-389.464,67.6976,-17.8187,28.7361,-12.7321,19.5306,-7.08209,6.35017,0.786953,-1.10073,1.42676,-10.9415,2.91844,-6.52601,2.56823,-4.78081,-0.348183,1.01093,-2.82577,2.88612,-6.15445
-385.071,62.8548,-13.1533,29.0311,-17.7547,20.8076,-9.1259,8.64487,-2.05806,2.6151,0.41745,-10.9512,4.43583,-8.25283,2.18331,-5.72057,0.569279,-1.44095,-0.750018,2.55722,-3.81653
-398.853,71.5956,-18.5468,29.7298,-13.0979,15.6713,-3.79488,2.28981,2.39539,-1.07481,2.70765,-9.22297,3.43167,-8.93518,2.11101,-3.6758,-4.42578,3.7867,-4.49409,5.04468,-4.70957
-393.385,65.0277,-16.8358,29.5233,-14.9744,17.6058,-7.34617,7.51027,-0.284476,1.85294,1.16837,-8.12631,1.19032,-5.88682,-0.307981,-5.31587,0.694255,-5.02153,1.93154,0.837224,-2.63355
-401.966,66.292,-21.0981,30.1549,-12.1185,13.0691,-1.793,4.04595,2.71986,0.676505,-0.753887,-2.9079,-3.14472,-1.80802,-4.3186,-4.02119,-0.322394,-3.01346,4.30831,-3.01903,1.07703
-390.35,62.0633,-21.9565,29.9147,-6.07142,12.4228,3.87942,2.45331,0.42776,1.12427,-9.19326,5.32893,-10.3074,7.04224,-11.5787,4.11999,2.18138,-7.72411,7.62357,-12.9682,9.5638
-360.969,40.8196,-8.80916,23.9974,-7.35033,24.2858,-10.4733,16.9748,-8.80923,6.03225,-10.4743,5.31958,-4.54661,0.406765,-1.68028,0.314849,-0.158996,-3.78821,1.40036,0.150047,2.51796
-310.653,50.3408,-9.64948,21.0942,-8.48704,17.1133,-16.0595,12.0174,-6.40639,8.83082,-8.19867,5.39241,-4.99714,1.13682,-3.25407,-1.62366,-0.387374,-1.25322,-0.363078,-2.41732,3.66103
-330.697,69.8878,-17.0997,22.9731,-8.80252,9.82519,-14.1404,8.11794,-3.61283,2.21088,-0.945119,-0.476554,2.40528,-2.70328,3.42443,-3.13554,-0.21833,-0.72652,-1.34145,-0.491562,1.031
-348.096,77.2487,-22.1559,18.8177,-8.20314,9.07733,-14.7316,-0.260962,-1.11097,-6.66486,-1.78768,-7.06556,2.12103,-5.23147,1.81268,-4.49556,-3.98046,-1.14444,-5.5276,-0.292447,-2.5949
-354.654,75.0463,-20.7328,21.6779,-8.16721,13.7696,-14.0289,-2.44274,-3.36725,-8.03605,0.838776,-8.61696,5.91768,-3.70912,2.16738,-2.72067,-5.14787,-2.69349,-8.27657,1.79978,-2.79878
-371.655,87.5688,-25.9871,21.845,-8.33046,4.33329,-3.73429,-11.3209,9.32165,-11.0016,-0.692562,-4.32497,-3.17891,5.90993,-7.32807,2.55653,-5.9434,-3.47961,-1.26004,-4.82152,4.86757
