BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
-314.531,41.798,-2.01833,16.2616,-4.0848,11.2178,-11.5207,2.74525,-7.2429,5.56844,-2.3954,3.06711,-7.12536,0.0993106,-2.08071,-2.21601,-2.49043,1.02604,0.547177,-0.870073,-0.0365947
-300.096,27.9402,6.9384,7.45827,0.269497,3.17189,-8.67367,-3.27496,-6.1374,-3.00416,-1.33854,3.14379,-8.63782,1.54297,-4.00149,-2.912,-5.30001,2.84957,-3.2463,2.11029,-2.21013
-305.355,26.182,9.82951,0.372112,-2.25825,-3.29537,-8.92516,-7.0127,-8.45634,-2.94742,-7.18315,1.91036,-7.38866,0.308241,-5.37666,-3.0366,-6.38898,-0.713839,-1.97301,1.15512,-0.236579
-314.619,33.2767,4.13373,4.41211,-1.11579,-0.543326,-7.73677,-7.39512,-5.04148,-3.68632,-10.1452,1.57351,-9.07357,-0.456002,-6.21032,-1.47088,-5.91276,-2.2509,-3.96974,0.0341814,-2.18559
-334.307,43.6676,-9.3425,16.7369,-15.2293,10.3911,-20.5725,1.22387,-14.6221,4.41165,-13.7708,5.33653,-9.60141,-2.21723,-5.41385,-3.71303,-4.34505,-0.370491,-2.47253,-2.50417,-0.00891596
-340.166,48.5727,-9.15725,20.6407,-16.0899,11.8464,-16.8933,2.93813,-14.9322,5.40292,-11.4903,4.30296,-7.45966,-2.69687,-4.81698,-3.42594,-1.09643,-1.9641,-0.439941,-3.67571,2.40441
-339.91,48.0696,-7.86473,19.1672,-14.5159,11.2137,-17.3851,2.20124,-13.9215,6.34803,-12.7127,4.55586,-9.89407,-1.89065,-5.10091,-3.90878,-1.56194,-1.38929,-0.538982,-3.77087,0.270623
-342.426,49.8265,-8.85847,19.6874,-16.7978,10.5818,-17.1659,1.70463,-12.8434,7.66706,-12.0651,3.44522,-8.53598,-3.88682,-1.16839,-2.64931,-2.95912,-2.01573,-1.87907,-2.34379,2.59185
-342.048,55.6234,-7.62554,26.195,-13.7438,14.8587,-13.1548,3.84527,-8.44784,4.31849,-6.16384,1.53847,-4.47352,-2.99102,0.271478,-0.68897,-0.819124,-0.466539,-0.80761,0.961693,0.789315
-339.437,51.5391,-2.37249,21.1079,-14.0497,12.4288,-15.047,4.73127,-12.1237,7.61471,-9.89955,5.20833,-7.96352,-0.151106,-1.2649,-1.35605,-2.24606,-1.39354,0.160197,0.421479,0.757516
-337.117,51.6861,-8.82602,18.785,-18.1981,10.705,-16.2626,3.35773,-14.6551,6.54263,-9.6261,4.31033,-5.78651,-4.05184,-3.54585,-4.09062,-0.25746,-2.96685,-0.880494,-2.82104,1.91348
-315.743,39.1732,7.89203,12.5132,-10.3643,7.14284,-9.33224,0.363086,-6.6523,6.80297,-10.6107,8.36113,-8.94445,2.30831,-7.1423,4.56471,-5.6203,3.22539,-3.38365,1.63771,-2.83719
-297.833,30.2801,3.52704,2.96515,-11.6037,8.48279,-22.9652,-4.8707,-9.24536,1.86525,-11.903,7.00462,-13.8947,2.58676,-11.4873,4.33889,-4.20664,1.25492,-7.82153,-0.673186,-0.00653338
-287.718,21.6008,9.71791,3.68219,-5.48388,5.04094,-23.0139,-7.8759,-4.9749,-2.7926,-5.69296,-1.99095,-11.9955,0.918592,-5.07416,0.255789,-3.48224,-6.17163,-4.73963,-0.391673,2.26193
-298.363,28.2342,0.397169,8.31886,-12.9046,10.5006,-28.4846,-2.66018,-12.5005,1.62542,-6.57127,1.50881,-12.3256,2.52167,-6.31309,1.3627,-3.60345,-3.54605,-2.45108,-1.77491,3.1476
-305.728,37.4062,-8.27323,20.2346,-20.0255,15.8491,-30.5835,0.449955,-12.6252,3.22098,-8.7837,-0.980075,-11.3407,-0.161567,-6.63193,-1.51105,-2.80445,-4.81166,2.26196,-7.69528,1.88585
-294.631,28.369,2.31139,15.6792,-12.8055,14.2744,-27.1083,-0.808795,-8.13404,7.11853,-8.68806,1.82753,-11.4976,4.20821,-6.26569,0.550461,-6.61512,-0.641309,-2.94032,-0.898592,-2.40894
-293.028,27.5106,0.121343,18.0889,-13.2945,13.1062,-23.8541,-1.9234,-5.55183,5.02777,-6.92865,-3.25252,-6.15148,1.10572,-0.798596,-6.0582,-1.85809,-5.5691,3.95392,-5.81689,0.71383
-287.401,12.9473,9.82194,14.3026,-2.9387,4.12571,-22.5063,-4.85567,-5.3191,2.0972,-8.86199,-5.49288,-7.7407,0.540894,-2.71372,-6.73322,-1.26855,-2.74781,-1.64549,-2.95907,-1.24851
-291.058,10.2088,11.2876,13.3508,0.947369,4.23649,-19.5823,-2.67292,-2.577,0.953005,-12.9101,-5.1468,-6.89423,-0.44028,-6.066,-5.99589,-2.14644,1.06241,-2.28794,-1.99263,-3.72597
-290.555,12.5872,12.8918,12.7408,6.21537,6.99819,-13.2528,-2.16931,-5.30193,0.64489,-10.454,-2.82588,-4.81426,1.39508,-2.46484,-4.04578,-0.953642,-1.75719,-3.45256,-1.605,-2.70236
-279.83,27.2446,8.34517,15.3487,-0.48104,8.88666,-12.3365,0.79766,-1.60234,2.49147,-9.00413,-1.54224,-7.47669,1.49003,-0.0586108,-2.53793,-1.75138,1.28902,-0.640424,-0.834583,-4.10254
-286.071,24.1874,11.9458,9.87996,-0.11001,3.09697,-14.1723,-0.67957,-2.46304,2.26944,-8.14548,-1.41961,-6.36627,0.37229,-0.605929,-4.22568,-2.25755,0.240709,-2.17161,-1.59673,-3.32182
-295.569,25.3626,9.36038,7.61128,-2.95713,4.82161,-17.3109,-2.64101,-2.51308,3.24501,-12.1563,-2.19404,-9.96957,0.62203,-3.62156,-4.39436,-4.41477,-0.886165,-6.00301,0.399458,-5.5162
-303.41,25.0338,10.2501,4.81375,-2.62636,4.4588,-14.1178,0.24904,-4.31342,2.24295,-8.03347,-4.01679,-8.00848,0.15612,-4.81565,-3.50921,-7.14829,1.47711,-7.50296,-0.646453,-4.46516
-299.58,18.0602,11.903,3.01399,-5.58158,2.804,-11.5545,-1.23935,-3.58445,2.90844,-6.79914,-3.61561,-8.46404,-0.503415,-3.22675,-1.59132,-4.53174,1.28182,-4.98756,1.2892,-3.50087
-278.912,7.60265,3.71982,9.83623,-6.08415,0.634951,-9.55342,1.99282,-7.87162,2.22654,-1.58826,-3.18301,-8.31293,-0.706916,-3.65894,-0.586795,-6.29709,-0.54177,-2.13749,1.51486,-3.38328
-261.197,-6.77929,4.05405,14.698,-9.03342,-3.03743,-7.49787,3.7397,-9.71066,3.87565,-3.4007,-3.09378,-7.39282,-1.1862,-2.45969,1.5851,-7.04021,0.125545,-3.66009,2.10613,-0.329602
-265.979,-4.58356,12.6993,17.9096,-10.7119,3.37053,-6.67573,5.48393,-6.84048,5.76216,-0.544506,-0.737665,-5.68552,0.610139,-2.47368,0.362017,-3.3911,1.99483,-3.25688,2.91981,-0.107348
-267.259,-4.22208,17.5364,20.3869,-5.82724,3.0137,-9.32091,5.97838,-5.01601,8.39995,-2.06645,-0.906753,-4.5352,1.35374,-2.54418,4.01152,-3.06261,3.13495,-1.10491,2.22317,-2.54517
-276.388,5.02523,14.3755,15.5571,-2.22686,0.570717,-8.76407,6.10525,-6.92535,3.57815,-0.679831,-1.16342,-7.01787,0.256261,-3.39014,2.66038,-3.05706,1.47306,-3.18747,1.22794,-2.1104
-306.314,33.5152,5.52943,9.07992,-4.23672,5.68431,-10.7344,6.00874,-4.37164,4.76872,-6.21131,-1.4377,-6.63676,0.224035,-3.90881,2.95473,-4.5157,3.42531,-1.25807,1.08204,-3.23914
-307.141,44.3004,-3.09142,17.8129,-9.00599,10.991,-17.6729,7.57883,-7.81496,7.78312,-11.2975,-1.41733,-7.71132,0.326692,-4.24474,2.97594,-2.33543,-0.895793,-3.7526,-4.34029,-0.629917
-297.556,33.3363,6.5709,12.7013,-6.28725,8.21496,-15.6587,3.85556,-4.00688,8.34145,-13.758,-0.746808,-8.98674,2.86758,-6.1227,5.81568,-5.54865,0.59815,-5.05341,1.73627,-4.31839
-294.731,28.2907,9.96578,9.13913,-3.35623,3.75299,-14.3148,0.416953,-3.22329,5.52225,-11.9557,-3.89645,-6.55931,-0.87315,-3.91328,0.0383517,-2.9173,-1.64921,-3.5402,-2.64172,-3.21172
-294.409,21.2925,13.7732,9.3138,-1.23021,0.0961058,-13.2706,-4.11961,0.708489,1.69575,-9.08507,-4.01562,-7.24663,1.64121,-4.93965,0.243846,0.769871,0.308492,-1.48523,-4.46051,-2.65754
-293.454,21.798,14.6137,11.3035,-0.559655,0.662522,-15.2743,-1.97119,4.71412,-0.688655,-8.41694,-2.78749,-6.74885,-0.318936,-4.6154,-2.18956,2.4383,-0.24892,-4.27008,-3.48749,-3.72442
-303.024,27.695,13.2446,13.0375,-3.8407,3.12766,-16.4036,1.19752,3.12942,-0.742455,-9.49447,-5.01414,-4.9271,-0.0169886,-2.77947,-4.74837,3.92122,-0.947666,-4.50186,-5.18546,0.785911
-302.232,25.3661,10.3775,10.1868,0.557552,1.24403,-12.256,1.52843,0.269792,-0.997,-8.63,-6.29731,-5.87701,-0.070557,-4.02806,-1.76569,4.74473,-1.78515,-1.77252,-2.3512,0.966669
-301.878,18.5605,13.219,13.2335,1.29408,8.19965,-7.35832,-0.164107,2.2401,-3.61741,-9.96754,-1.64825,-1.07326,1.97505,-3.3941,-2.15762,0.14017,-1.57324,-4.37221,-2.36849,-1.11097
-268.861,25.6977,8.58359,4.67912,-1.0927,3.72218,-5.2572,-1.39873,-2.64182,1.15538,-5.09925,0.434565,-3.04652,-3.22644,-3.24565,-1.26967,0.141496,-1.86766,-1.9375,-1.36649,-3.09313
-278.27,31.4318,6.68233,7.80738,-1.27837,4.538,-6.39134,-1.90755,-1.15989,1.69593,-3.9592,0.338492,-4.58608,-1.20922,-3.6278,-1.34066,-1.78108,-1.20648,-2.38894,0.330325,-1.54426
-287.82,36.2434,0.959876,10.1468,-6.71409,6.38881,-12.5205,-0.821353,-4.79456,2.04047,-8.80886,-1.71417,-4.98786,-3.98008,-4.4964,-4.43679,-4.21069,-0.362825,-6.19149,-0.85232,-2.74618
-296.951,44.8394,-4.93784,16.5975,-13.9171,16.9862,-20.0976,5.31846,-9.20347,8.34714,-14.0798,3.29112,-11.1544,-0.441866,-5.66033,-4.7579,-5.07136,-0.0332789,-3.76337,-1.9268,-2.90569
-309.453,50.3833,-5.25231,20.6089,-17.9898,17.832,-20.2389,6.65443,-12.1323,7.35226,-9.8281,1.48665,-4.49529,-5.88975,0.659949,-3.95027,-1.72018,-2.73524,-1.26802,-1.57742,-0.370126
-308.758,44.223,3.91328,11.3709,-13.1768,10.1527,-13.8924,4.82852,-8.9451,4.17968,-6.24418,2.8973,-5.39235,-3.8618,-1.34618,-1.41939,-3.05655,-1.61337,-1.49091,-1.28091,-2.51278
-292.761,26.033,14.6066,3.62056,-6.97191,3.36492,-8.3319,1.41923,-7.07312,2.47292,-2.6182,-0.612139,-5.13492,1.08075,-5.87249,-1.31596,-2.79201,0.932131,-1.69695,0.0962621,-3.69257
-287.838,17.1487,12.3112,2.01362,-9.78887,1.0109,-10.6661,-1.14116,-6.67496,0.0380873,-4.4452,-2.56976,-6.59123,-0.691746,-4.16372,-0.382744,-5.57935,1.57593,-0.917004,-0.688639,-1.75513
-283.404,12.303,14.485,5.07356,-13.2485,3.5875,-12.6367,3.76795,-8.11014,1.18521,-4.24155,-1.60364,-5.20538,0.718251,-5.43713,0.303372,-2.39624,2.05917,-1.37287,0.968634,-2.61341
-279.241,5.61549,5.8272,3.12706,-8.59145,2.59732,-9.47879,4.88213,-7.64945,0.51943,-4.83777,-2.10815,-4.20334,-0.835622,-4.26232,0.964194,-3.58789,3.41077,-1.03009,3.3508,-0.0369087
-288.388,10.2464,7.805,2.4899,-10.9162,-2.95008,-9.04671,2.07854,-9.91323,-1.25447,-8.53221,-2.08003,-5.68574,-0.946216,-4.15133,-0.00474223,-3.26796,3.28478,-1.44137,1.87279,-0.68435
-312.345,33.2231,-7.85701,9.87439,-15.0537,3.87825,-15.4143,7.6647,-12.6614,3.05633,-10.8253,2.44715,-8.28641,1.11949,-8.44539,2.86353,-3.5689,2.78631,-3.16631,3.52244,0.234473
-307.754,54.8844,-11.0687,18.8521,-13.2239,11.919,-14.0841,9.58231,-9.43972,9.21915,-10.2369,2.39374,0.619003,-0.386598,-2.61149,-0.711646,-2.46417,0.529006,1.23869,-3.81046,0.620269
-285.485,39.2604,0.0641725,8.14029,-5.75716,6.9476,-9.62664,2.60561,-9.03198,5.82016,-8.7637,5.70674,0.335707,1.3915,-5.43487,0.683539,-4.55927,2.40104,-4.50493,-2.18547,-5.45387
-276.348,31.6033,4.0429,4.8616,-8.05525,5.11314,-6.6717,-0.0735883,-3.97142,4.09264,-8.52376,4.42563,-3.52471,2.96912,-6.22036,-1.92182,-4.65165,4.41896,-4.4842,-2.3365,-3.97327
-283.818,42.4159,0.202721,11.8074,-11.5724,6.00915,-6.21358,-0.959633,-7.55073,8.5873,-13.3248,8.24322,-5.33643,2.32464,-11.1135,-0.182848,-5.49929,5.33433,-6.25377,4.03468,-5.63737
-287.86,40.669,1.34994,12.2206,-13.6199,3.04496,-7.51123,-0.0123867,-10.4731,10.3092,-13.1326,9.3614,-6.27531,0.869306,-10.7604,-2.04471,-3.41611,5.015,-7.96703,1.55812,-5.87276
-286.091,38.8741,0.853044,7.62563,-10.5184,4.79839,-7.77799,0.61534,-9.82341,11.3388,-13.8647,9.8444,-5.00673,2.21027,-11.4552,-1.22047,-5.46515,5.44351,-9.23485,4.18808,-5.99326
-292.109,42.8719,-1.98213,10.5464,-13.1369,6.1332,-7.8899,3.2013,-11.5088,14.4463,-14.4792,8.92815,-5.99103,0.448752,-9.53738,-2.11628,-2.05067,5.22114,-8.12937,0.665349,-6.06073
-289.064,38.651,-1.30557,9.29089,-10.7126,0.00230336,-3.11111,2.22812,-7.163,16.4433,-15.1193,12.7047,-7.27635,1.33264,-9.8136,-4.97621,-2.22604,2.18681,-9.56369,0.336908,-10.8203
-290.86,40.1033,1.96913,6.49864,-9.99975,-0.405915,-0.33111,-0.215294,-4.21775,9.98877,-9.99554,6.22713,-2.11512,-0.645694,-7.12478,-5.37091,-1.52764,0.833246,-6.7703,-2.12242,-6.23959
-282.407,34.2732,3.06581,6.24813,-11.749,0.868471,-3.75165,-0.713162,-7.47749,9.39327,-10.3284,5.43891,-1.87314,-0.716475,-10.2514,-3.44205,-3.51117,2.65455,-7.7565,1.59006,-3.21008
-268.18,28.5456,-0.130308,4.08755,-9.49455,3.25498,-4.09112,1.21299,-4.96505,8.47712,-5.93121,5.41035,-2.36034,0.285518,-7.56264,-2.52153,-6.38217,0.0235298,-7.81556,-1.33169,-4.06145
-276.959,36.5874,-1.88583,9.5825,-9.89025,4.75691,-4.55437,2.04154,-8.42646,14.4446,-8.917,10.2205,-2.76492,4.40109,-8.09212,0.0950818,-5.57441,5.83773,-7.96944,3.16364,-5.17026
-282.879,39.159,-3.76323,9.87862,-10.977,1.00135,-4.78756,0.529324,-10.869,15.3762,-13.2643,11.2208,-7.41083,1.68525,-8.12661,-3.41397,-3.26251,3.60899,-8.42321,3.49179,-7.97397
-279.853,35.1863,-1.03212,8.0642,-11.3388,2.95309,-7.37032,1.84097,-7.3965,13.2043,-14.6477,8.5734,-8.61546,1.04839,-8.3142,-3.24961,-4.33234,4.12758,-10.6435,4.72779,-7.93586
-277.893,37.8937,-1.06401,8.84152,-11.6026,3.36796,-5.45202,-1.59052,-12.7426,15.2437,-14.2675,7.40008,-5.32024,1.2872,-9.04232,-3.49685,-5.58405,3.51967,-8.22363,6.35839,-5.89073
-278.5,37.6266,-1.7078,6.51455,-12.0514,3.19089,-5.91905,-1.52304,-11.5544,14.9475,-15.9787,8.75458,-7.81944,2.21027,-8.85414,-4.37204,-4.32182,2.21694,-8.41891,6.39336,-7.93279
-276.294,35.0875,-0.844679,7.98819,-11.7031,3.11196,-5.99829,0.207793,-10.6971,13.9097,-16.3367,9.58135,-9.35107,1.51243,-10.5319,-5.06097,-3.97879,4.07149,-10.0054,3.99403,-6.13802
-281.457,40.0886,-0.964337,8.50634,-15.0371,1.83606,-5.52065,-0.362461,-11.5346,15.6518,-18.2662,8.15059,-5.64729,1.22305,-9.42214,-4.03496,-1.85465,1.485,-7.70182,4.89854,-5.14344
-290.049,41.5842,-3.92645,13.177,-13.2096,5.9592,-7.51493,1.68684,-12.385,15.2227,-14.2264,10.5775,-7.07012,0.280911,-6.59936,-6.03383,-1.71389,2.4276,-6.55389,3.42569,-4.31592
-303.246,48.6385,-5.89456,15.457,-15.5219,8.27353,-6.53304,5.98338,-11.1823,18.1816,-16.2251,8.79525,-6.93547,1.7088,-7.16305,-5.83498,0.374244,0.717126,-4.04606,1.63784,-2.00823
-310.183,36.5951,5.23935,13.8775,-12.5088,3.88323,-5.09352,4.09855,-6.83868,13.1708,-13.4995,7.35631,-8.18361,2.12642,-11.0098,-1.58705,-2.24046,2.82654,-7.39091,0.124194,-4.65223
-310.063,34.2093,3.3557,12.3253,-12.6369,3.23043,-4.59088,4.13857,-7.46428,9.10256,-12.0649,5.64981,-5.68904,3.20762,-11.9112,-0.848574,-3.60228,0.898218,-8.47293,-0.168659,-8.77096
-311.768,42.2917,-0.0919156,18.651,-17.2594,9.1979,-8.17913,8.84273,-12.4736,9.69013,-12.7098,5.2882,-7.04835,2.83784,-12.0586,-2.82309,-3.04443,1.23318,-4.94322,-0.247451,-1.99796
-313.814,36.9874,2.88598,15.5007,-15.832,2.32703,-10.4584,4.90294,-13.2209,9.41485,-11.8188,3.92517,-9.45481,0.677143,-11.7004,-1.5932,-6.60898,4.34558,-7.75055,-1.01842,-5.41999
-316.129,37.4501,4.49159,14.5589,-14.3346,4.35755,-7.39397,4.01956,-12.597,8.93194,-12.4416,4.43775,-11.0075,1.06537,-13.6675,-0.597421,-4.45848,5.078,-7.12455,2.16425,-4.96592
-315.022,35.6682,5.11386,13.3791,-14.0184,3.53903,-6.74963,-0.98772,-13.5324,11.3912,-13.5854,3.87468,-8.34366,3.18127,-11.2501,-2.53057,-6.33799,6.3607,-4.73979,3.29275,-6.1899
-311.855,38.6117,3.14576,14.1867,-16.7871,4.66086,-7.64253,3.62344,-14.9278,9.91729,-13.7993,7.45341,-10.7782,2.36177,-8.99994,-4.14569,-6.07211,4.67447,-8.59973,-1.36489,-3.76193
-314.961,38.3946,3.84455,10.128,-13.799,4.51406,-9.894,3.96873,-12.0594,9.08323,-15.3636,6.2028,-8.73311,2.51984,-10.4235,-1.94814,-4.22574,4.98593,-8.54342,1.02783,-4.40515
-309.103,32.8931,9.57715,6.3054,-9.60417,-0.606622,-6.20774,-1.31327,-8.17689,4.77823,-10.5764,2.59819,-5.29248,0.488092,-8.62794,-5.87684,-3.18927,2.56007,-5.38872,-0.101129,-3.23653
-309.337,30.8555,9.51206,6.70357,-4.57844,-3.75223,-6.16975,-6.63757,-6.18598,5.90572,-8.29013,3.51718,-3.33808,0.105017,-10.7171,-9.5574,-2.77216,1.77764,-6.38113,1.01666,-5.81252
-294.041,25.8916,4.77521,6.39265,-5.6215,1.3442,-9.32326,-5.23427,-9.65706,2.04173,-6.04917,3.96551,-4.48761,0.0579214,-8.51763,-5.20284,-4.17494,0.714088,-3.73605,3.56136,-0.768368
-288.503,33.0784,7.35415,9.09005,-3.18898,3.18039,-5.98756,1.62777,-6.34444,3.29247,-6.39516,7.09372,-3.04815,2.50094,-5.46393,-1.6485,-4.29502,3.29833,-4.02626,2.50355,-0.853834
-293.111,37.9589,1.43979,13.754,-9.33612,6.11365,-10.7767,4.23633,-10.1565,7.988,-11.4526,9.28897,-6.15287,3.39482,-9.4206,0.795826,-4.56733,4.30143,-6.94987,3.51324,-2.19879
-300.311,39.4648,-0.574621,11.6847,-14.0342,4.19376,-14.4421,3.54609,-11.9802,7.5002,-14.0044,6.83559,-6.71823,1.72777,-10.4626,-0.54341,-5.79291,2.54005,-6.73216,1.86113,-1.59114
-292.847,36.6211,0.435503,10.2419,-9.34049,1.8089,-15.0708,1.68954,-11.8513,8.65367,-14.9538,4.878,-7.3287,1.49227,-9.15757,-1.91044,-8.29588,4.50417,-8.04389,1.20502,-2.2145
-294.169,41.3268,-5.47251,12.6465,-15.0451,6.49574,-14.5374,3.64987,-14.2212,9.78904,-13.8219,4.59562,-5.65098,2.94698,-9.01906,-4.51681,-6.4923,3.43083,-4.95279,0.0407868,-1.28969
-297.848,44.636,-4.44564,15.6553,-15.1189,8.40914,-14.417,3.7639,-14.6856,11.3084,-14.331,6.37316,-7.10683,4.56286,-9.57454,-4.74504,-3.20943,2.79742,-4.57725,-1.34299,0.304505
-296.773,42.6468,-4.80112,10.5122,-12.8036,5.05496,-13.7583,3.95933,-14.5214,8.98494,-14.4692,6.64558,-6.96485,2.5414,-9.74422,-3.0116,-7.25834,3.23193,-5.59362,1.53287,-0.998671
-297.187,39.9354,-1.22198,10.1273,-14.1476,3.64616,-11.4054,3.07678,-13.2658,7.26472,-13.4939,7.5399,-6.32743,4.4291,-11.8947,-2.11376,-5.62076,4.33537,-5.95226,1.7401,-1.97505
-295.745,36.8598,3.79996,13.6694,-11.7483,4.3821,-11.5223,3.68779,-11.1598,7.17289,-11.2013,7.65071,-7.4306,3.73072,-12.3446,0.90554,-4.59459,6.54712,-7.11176,1.01611,-2.17037
-300.29,37.0593,-3.15814,15.1704,-12.7777,8.54221,-13.1164,5.55729,-10.1054,6.90541,-13.4106,4.90892,-8.66552,2.80152,-10.8483,0.834658,-6.32925,3.98259,-7.11298,-0.0787099,-3.69851
-303.281,40.9302,-3.56792,17.8681,-15.517,8.01434,-11.6428,5.42086,-11.6531,6.1475,-13.7448,3.10022,-3.94674,1.01599,-10.158,-0.674639,-3.95764,3.73036,-7.72822,-1.79905,-2.38065
-314.009,41.9046,-7.53592,16.098,-22.2775,10.3629,-11.9022,7.01203,-14.7234,8.1281,-13.8138,2.27726,-7.56737,1.32368,-10.9378,-4.23353,-5.73484,-0.575328,-5.47245,-3.84946,-0.879548
-308.822,40.244,-5.22649,14.8486,-21.5919,7.26981,-14.1307,6.36584,-13.0282,10.1529,-13.3203,5.43827,-8.68011,2.51426,-12.6772,-1.9277,-6.83153,-0.0690504,-3.78469,-2.78439,-1.40547
-315.593,41.8727,-4.41862,14.4702,-20.6827,9.00918,-15.585,5.88627,-11.7959,7.55777,-11.3836,7.06952,-9.84949,3.28601,-11.9375,-0.947503,-4.98931,2.75406,-1.89843,-2.86252,2.78939
-310.132,38.3384,-5.53604,13.1786,-20.6907,10.5323,-17.1049,4.0855,-14.4637,11.2061,-13.0111,4.34059,-9.37526,4.77811,-14.6377,-2.82798,-4.47554,2.76666,-3.59013,-5.44371,2.12521
-309.074,37.0426,0.262488,8.06043,-17.4154,3.58509,-15.6279,2.45775,-10.194,5.85234,-11.1477,3.69587,-7.80168,4.51469,-16.0334,-1.89065,-6.16259,4.56907,-5.36276,0.536207,-3.05554
-304.927,32.2464,3.1214,5.00138,-14.9037,-0.369529,-13.7196,-2.33226,-9.14149,1.37973,-10.6026,0.0309685,-8.39829,-1.1539,-13.9846,-6.09751,-6.78576,1.34857,-3.46109,-7.75503,-2.48212
-302.426,29.9843,5.72338,2.50378,-9.91834,-1.29409,-11.5479,-3.78167,-4.9576,2.44177,-4.84733,0.0613084,-3.05501,-1.46109,-10.6265,-3.17083,-3.28596,0.689978,-1.86207,-4.89674,-0.503901
-293.641,30.3802,7.79872,1.6575,-9.70327,0.0668877,-9.45988,-4.22248,-4.96033,-0.20716,-4.20102,-0.913299,-4.25983,-1.30955,-11.0675,-1.03241,-3.60517,0.645154,-2.06795,-4.2408,-1.88143
-291.468,29.3897,7.83511,6.95909,-6.1286,2.42789,-9.16048,-0.737782,-7.91455,4.02835,-4.33973,3.94695,-2.73535,1.61697,-9.90117,-0.439103,-3.98869,1.83664,0.957063,-1.06224,-1.90284
-280.359,26.3844,9.18278,5.57156,-6.84025,-0.270379,-8.1066,-1.46044,-5.24306,2.04191,-6.26427,1.51793,-2.21507,-0.408942,-7.90518,-0.790847,-2.31184,0.363602,-0.345085,0.0700801,-1.3775
-284.368,26.0409,5.6261,5.30708,-9.32273,-1.71979,-13.5877,-2.08082,-5.85226,0.908089,-9.93305,2.09917,-4.00712,-0.279779,-9.21401,-2.31545,-3.03565,2.62872,-2.21339,-1.51136,-2.03566
-285.644,22.9431,3.78169,2.63431,-11.0114,-3.65571,-14.25,-2.2374,-7.53946,-1.58185,-6.90136,-1.55088,-4.37943,1.62072,-9.88549,-4.00727,-3.89566,1.65131,-0.98473,-0.539696,-1.06728
-285.331,26.3714,3.56461,5.17974,-12.0842,-0.0826961,-13.3435,-1.10218,-6.97159,0.580704,-6.97889,-1.14086,-3.72076,-1.21423,-9.61398,-3.41954,-3.99262,-1.14381,-3.46108,-1.75613,-2.97486
-294.335,32.4927,-3.27694,5.33666,-16.7888,2.56714,-15.5781,-2.0065,-8.09682,3.71207,-11.7323,-0.533318,-2.97737,1.7704,-11.9347,-1.84504,-5.97904,1.26933,-3.06473,-2.81713,-1.71566
-288.245,29.2324,2.15185,3.94532,-11.4505,-0.0854475,-11.2156,-2.50121,-4.98577,2.22861,-7.34388,-2.45125,-0.868796,2.59146,-12.0557,-4.5578,-4.6103,-0.00198655,-2.6636,-2.13198,-3.25601
-288.413,26.0448,3.2745,2.37028,-11.1894,-1.90169,-12.6228,-2.46106,-4.94615,1.16731,-6.9689,-0.380386,-1.37778,0.710972,-10.4116,-2.80566,-4.68026,0.802687,-2.02668,-1.60309,-0.520894
-290.99,30.7102,-0.580275,7.65616,-12.9619,1.20378,-13.6023,0.105344,-6.0567,3.9755,-7.92882,1.45489,-3.65796,1.84619,-11.7632,-2.50724,-4.56782,0.379137,-2.93944,-1.25888,-1.53961
-298.811,36.0458,-0.987674,13.5034,-15.9213,6.24651,-16.405,4.33497,-8.25899,7.27192,-9.08063,5.49427,-6.59373,5.66767,-14.6151,0.266052,-6.24365,3.79178,-3.09394,0.0633152,-2.22568
-298.084,34.92,5.13294,13.8808,-13.9831,8.62784,-12.4787,3.61482,-7.49754,6.32927,-11.2345,4.1103,-7.13782,4.96598,-12.9793,3.29882,-6.30927,3.93759,-2.69347,2.59688,-3.16098
-308.662,31.6423,0.60996,14.759,-13.6869,6.97731,-11.7693,4.58236,-11.0419,5.2801,-10.53,1.7347,-9.06867,2.41845,-12.7192,4.30974,-8.29683,3.20628,-4.36814,3.52624,-3.80046
-324.089,40.5956,-7.83692,23.3731,-17.2275,12.4525,-18.4817,6.26305,-12.3228,3.97061,-10.9185,0.415489,-7.61945,2.30252,-10.1958,-2.73594,-4.73845,-1.89902,2.69419,-1.90454,2.88485
-323.641,40.1591,-9.35252,20.7254,-19.9839,9.68633,-19.3563,11.1596,-11.8036,7.65506,-10.9888,0.76338,-9.26001,4.50721,-8.36704,-3.2514,1.1871,-1.64813,3.91185,-0.547083,3.32844
-333.787,40.7369,-9.70531,19.7036,-21.5418,10.3809,-17.8776,8.18296,-12.7052,1.35998,-12.1563,0.251439,-8.16817,4.98505,-6.58888,-0.219793,-1.39085,-1.91883,1.60536,-5.67993,0.862239
-328.203,43.9804,-7.85306,18.701,-19.2649,9.22326,-19.0572,7.58149,-12.135,4.94465,-11.7095,0.143441,-7.13189,3.20708,-8.84875,-2.05622,-1.61249,0.901928,3.44645,-2.26633,2.29315
-332.893,43.8596,-9.01282,18.3019,-22.0476,7.3319,-21.4521,6.75679,-12.4179,2.73746,-9.94914,1.53769,-6.5649,1.97276,-9.54329,-2.97554,-2.04135,-2.17423,4.04602,-2.54814,1.7797
