A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
0.000477695,0.780351,2.41544,0.234598,0.176653,0.00980437,2.42198,0.040836,0.023081,2.92262,0,0.719173
0.000180518,0.783294,2.44541,0.269427,0.178306,0.0040465,2.3052,0.0221865,0.0723916,2.91354,0,0.863919
0.11808,0.720309,2.29049,0.216908,0.219191,0,2.54098,0.0408726,0.0535362,3.03531,0,0.645185
0.45235,0.663568,2.1855,0.20675,0.228892,0.00957828,2.93796,0.0602826,0,3.05298,0.156063,0.263852
0.40637,0.686467,2.30275,0.198684,0.236992,0.0163614,2.97897,0.0521184,0,2.97919,0.047032,0.21314
0.244235,0.832456,2.26349,0.0225994,0.234428,0,2.99693,0.0584934,0.0523254,3.05526,0,0.110518
0.0454328,0.80747,2.26626,0.0195857,0.363917,0.078823,2.69617,0.0379949,0.0606925,2.951,0.00225992,0.281819
0.12784,0.746282,1.94611,0.0040296,0.264532,0.0345632,2.61195,0.0204612,0.0622045,2.92149,0.0334564,0.703481
0.124171,0.635765,1.54674,0,0.112501,0.069164,2.84714,0,0.109363,2.79656,0.135223,0.557476
0.185501,0.479714,1.06378,0.550162,0.0858814,0.064293,3.00112,0,0.0156689,3.00531,0.130538,0.29723
0.183782,0.19701,0.148084,0.778157,0,0.180298,2.49685,0.190943,0.380408,2.81422,0,0.593924
1.81457,0.36504,0.015518,0.0947437,0.289657,0.0905692,1.47622,1.42626,0.823386,1.77305,0.0067218,0.624844
3.42752,0.569312,0.037318,0.154516,0.192272,0.0314875,0.709303,1.41533,0.721247,1.32482,0.0396474,0.248591
4.04492,0.600196,0.0550107,0.196653,0.119172,0.0463019,0.116362,1.41076,0.483195,1.14978,0.0711575,0
4.05236,0.981713,0.066981,0.140231,0.213337,0.0441066,0.056514,1.45909,0.439181,1.35537,0.14494,0
3.21729,2.09126,0.102144,0.106837,0.618376,0.0278222,0.0614061,1.33942,0.318593,1.34199,0.188145,0
1.91685,2.39543,0.181272,0.0176972,0.793696,0.0278451,0.362214,0.725659,0.164638,1.51091,0.134463,0.137099
0.318779,2.12827,0.326365,0.0138348,0.924083,0.174598,0.570919,0.137607,0.308945,1.72932,0.00562715,0.218837
0,1.69992,0.332709,0.0107577,0.764309,0.310518,0.609499,0.0284418,0.26299,2.03213,0,0.214714
0,1.53444,0.315188,0.0547302,0.70621,0.492209,0.511294,0.0644245,0.211574,2.05809,0,0.220349
0,1.76783,0.212235,0.0485332,0.896438,0.413598,0.342957,0.0623277,0.415673,2.06349,0,0.248979
0.0004059,2.4431,0.268672,0.0510821,1.23804,0.195378,0.254018,0.0373751,0.427397,2.13418,0.0417527,0.248829
0.0934204,3.01576,0.301702,0.0174272,1.33335,0.0676683,0.190111,0.0373599,0.371204,2.22674,0.0648139,0.271715
0.150252,3.42572,0.0934244,0.0466745,0.527068,0.293203,0.213432,0.0505346,1.04083,1.79367,0.086875,0.282873
0.215396,3.46443,0.0282791,0.126258,0.163334,0.21871,0.346371,0.0355605,1.14438,1.61259,0.0926089,0.227125
0.177897,3.51138,0.055492,0.152239,0.115669,0.141183,0.0736659,0.00149054,0.936123,1.6572,0.0640914,0.0923019
0.0476444,3.41713,0.0649121,0.1353,0.255931,0.205185,0,0,0.962864,1.68304,0.0694194,0.040021
0,3.29544,0.085363,0.0978999,0.454448,0.245681,0.043218,0,1.03856,1.60454,0.0651533,0.0396836
0,3.59719,0.1532,0.134791,0.468777,0.205164,0.243353,0,1.1093,1.37285,0.0636327,0.0262532
0,3.91369,0.201385,0.0987589,0.366087,0.268617,0.440073,0,1.37041,1.23498,0.0708444,0.0364258
0.00544555,3.97709,0.0120944,0.118128,0.107596,0.425186,0.638557,0.00242971,1.27151,1.45456,0.0870599,0.0296131
0,4.10204,0.000169508,0.332609,0.0285592,0.479072,0.565016,0.010824,0.994312,1.56471,0.104843,0.0456035
0.000357318,4.1671,0.000506665,0.325112,0.0180324,0.516824,0.249724,0.0222511,0.782811,1.66644,0.0751047,0.084093
0.00498569,4.06685,0.0276405,0.165754,0.0376207,0.512849,0.0827258,0.0280943,0.692599,1.69326,0.0451106,0
0.158851,3.31658,0.929101,0.0161333,0.050731,0.505632,0.18012,0.0298894,0.511958,1.46263,0.0686362,0
0.158433,2.32557,1.81378,0.00881656,0.035462,0.532497,0.282464,0.0327559,0.576248,1.55752,0.0845036,0
0.176804,1.23015,2.41829,0.062223,0.0336224,0.399496,0.48376,0.054611,0.115759,1.63392,0.0826558,0
0.190735,1.16064,2.28475,0.250066,0.031129,0.0279347,0.641971,0.115125,0.0206261,1.45391,0.0739284,0
0.168877,2.41312,1.24229,0.376619,0.0152502,0.0790013,0.328319,0.0333733,0.0475536,1.24338,0.0530989,0.0695786
0.0537433,3.26146,0.238934,0.41752,0.0255119,0.377075,0.0362801,0.0294108,0.507612,0.760549,0,1.17135
0.0609346,3.27944,0.000159385,0.42049,0.384693,0.501628,0.0506828,0.0642583,1.04717,0.402434,0.00857597,1.9245
0.247623,1.75908,0.0810598,0.326492,1.1021,0.641305,0.193253,0.0881723,0.831541,0.727448,0.123853,2.34235
0.31351,0.491143,0.0530226,0.0684984,1.33779,0.796813,0.233364,0.0931142,0.258875,0.870571,0.0016182,2.95122
0.346024,0.479437,0.261229,0.0316339,1.05422,0.757678,0.418899,0.0854361,0.149923,1.10446,0.0355875,3.27166
0.0507997,0.439043,0.383596,0.215212,0.826819,0.802741,0.591435,0.0161492,0.226637,1.24306,0.0209601,3.5806
0.000157027,0.48855,0.102478,0.363244,0.82407,0.830313,0.888486,0.0300843,0.142597,1.38132,0,3.60279
0.00962756,0.694525,0.0495565,0.537291,0.857731,0.363979,1.04874,0.0775558,0.162384,1.46111,0,3.52047
0.136864,0.884978,0.00207448,0.692875,0.864112,0.141791,1.14062,0.0852452,0.218942,1.33815,0,3.55365
0.148326,0.616173,0.00367779,0.731009,0.898934,0.0692744,1.14508,0.0787531,0.158337,1.24029,0,3.54654
0.000588498,0.272278,0.00247996,0.629897,0.9895,0.0244491,1.14465,0.0466396,0.0869301,1.19632,0,3.49739
0.000529158,0.277977,0.250263,0.593371,1.14383,0.0199125,1.15443,0.0308084,0.0826775,0.924804,0.16641,3.4911
0.000394871,0.270754,0.394218,0.677095,1.41907,0.0840015,1.21262,0.0426411,0.0784234,0.652505,0.358383,3.18181
0.489972,0.197379,0.361068,0.728749,1.34655,0.138687,0.775017,0.0266061,0.139055,0.621497,0.782865,2.05526
1.07327,0.167193,0.276122,0.941651,1.14549,0.187277,0.312337,0.0619871,0.305792,0.290763,0.605303,1.72445
0.924039,0.189478,0.377425,0.846654,0.820102,0.253148,0.409667,0.0891993,0.0612082,0.155971,0.405359,2.39338
0.25297,0.00161199,0.366973,0.339854,0.854063,0.582977,0.377631,0.11003,0.00437159,0.190961,0.378513,3.01117
0.000709624,0.00128554,0.126803,0.858145,0.880048,0.681364,0.521247,0.0407335,0.00451677,0.365633,0.260763,3.28306
0.129695,0.00187399,0.066191,0.476664,1.21195,0.584498,0.685489,0.0135379,0.0938403,0.278174,0.268693,2.95764
0.331212,0,0.183318,0.0760622,1.59631,0.361361,0.711594,0.0831673,0.314239,0.243976,0.184388,1.94954
0.210648,0,0.213198,0.0102771,1.74046,0.256655,0.46244,0.129009,0.477056,0.325804,0.0842072,1.90586
0.131119,0.189503,0.0631002,0.00792433,2.33951,0.087587,0.406328,0.164179,0.343139,0.956043,0.0146099,2.16527
0,0.306297,0.161983,0.0111813,2.45452,0.146151,0.455642,0.0681834,0.331101,1.62623,0,1.72448
0,0.326807,0.0435735,0.0112076,2.82891,0.15693,0.112546,0.06615,0.355207,2.26772,0,1.20009
0.164457,0.307098,0.00723243,0.0127247,3.19325,0.0871973,0.0894487,0.174107,0.261066,2.76341,0,0.758025
0.126323,0.339441,0.0132103,0.0240802,3.2702,0.0138226,0.12267,0.192449,0.135802,3.0598,0,1.14317
3.07501e-05,0.317013,0.00239002,0.0572591,3.41369,0.0215995,0.186188,0.0533944,0.0862505,3.03693,0,1.3511
0.000199216,0.270057,0.0015412,0.0500059,3.47417,0.128942,0.0629951,0.0562627,0.0855623,2.93861,0.0187015,1.39722
0.00044566,0.260284,0.00900474,0.096359,3.41129,0.0515358,0.239617,0.0671827,0.175704,2.99402,0.0240989,0.817401
0.00043803,0.254714,0.136294,0.0896341,3.16677,0.0175632,0.302796,0.0847751,0.109025,3.18632,0.00345472,0.795933
0.000328612,0.274166,0.482939,0.00849643,2.97119,0.0160571,0.0738081,0.101019,0.181478,3.26367,0.152838,1.01831
0.000334253,0.283881,0.413507,0.0534036,3.08466,0.122356,0.0949796,0.0278097,0,3.56519,0.166957,0.565996
0.0684144,0.290014,0.0781946,0.0726566,2.97034,0.25701,0.041969,0.0347907,0.00902547,3.86593,0.52213,0.0765728
0.074704,0.251537,0.01913,0.0086116,2.96965,0.0930925,0.0331461,0.012212,0.102636,3.95365,0.289283,0.160381
0.0737393,0.167232,0.0377751,0.00400375,3.02417,0.0814584,0.0987482,0.01302,0.141316,3.95583,0.0544295,0.305103
0.000136635,0.132337,0.0370188,0,3.2585,0.0255411,0.160301,0.0132887,0.200551,3.88074,0.0985694,0.259283
0.00581341,0.125209,0.0290167,0,3.50004,0,0.157395,0.0133183,0.201548,3.64499,0.122493,0.154815
0.000484438,0.131621,0.0437491,0.186237,3.48963,0.000142375,0.0800445,0.0247022,0.100565,3.58092,0.0388875,0.3189
0.000306978,0.215841,0.333195,0.536254,3.09616,0.288033,0.0282802,0.0552756,0.0659722,3.58959,0,0.951516
0.000247511,0.0938771,0.661403,0.119432,3.08467,0.214842,0.0303825,0.0620087,0.0982382,3.55946,0,0.936309
0.000264378,0.0361817,0.773551,0,3.17166,0.070421,0.0303328,0.0563458,0.281499,3.48193,0,0.84213
0.0731248,0.0305881,0.797937,0.223814,3.10596,0,0.0111541,0.0390637,0.411095,3.46103,0,0.577945
0.202148,0.140307,0.642753,0.0164378,2.44298,0,0.000936437,0.0374047,0.312262,3.58993,0,0.788933
0.12867,0.255953,0.0464534,0.176905,2.44884,0.000101403,0.588389,0.045773,0.482202,3.43591,0.36504,0.959979
0.0820713,0.346831,0,0.195208,2.70106,0.0125389,0.747428,0.119101,0.529785,3.21846,0.332998,1.28728
0.0402812,0.289088,9.53515e-05,0.23377,2.93456,0.0233272,0.781422,0.170789,0.613258,3.07306,0.0950944,1.52437
0.129133,0.20804,0.000534112,0.231497,3.07476,0.0200095,0.742733,0.164817,0.647175,2.92918,0,1.80695
0.136634,0.213594,0.0660976,0.194434,3.12648,0.0241902,0.653147,0.113962,0.604788,2.70845,0,2.12553
0.000225414,0.214704,0.00189632,0.149677,3.09118,0.0421335,0.584876,0.00959711,0.318451,2.63989,0,2.36378
0.0066967,0.226509,0.0129319,0.0956525,2.93655,0.0295772,0.627941,0.0106365,0.32881,2.74207,0,2.41188
0.0259626,0.229903,0.174152,0.0415055,2.81502,0.0253449,0.768377,0.0113791,0.344976,2.80636,0,2.39985
0.0237781,0.201096,0.289074,0.0401747,2.8201,0.0258531,0.90161,0.0117503,0.350319,2.72863,0,2.24397
7.64932e-05,0.201751,0.116964,0.042116,2.74814,0.0146766,1.05744,0.0561536,0.345494,2.83029,0.0636199,2.07817
0,0.162626,0,0.132608,2.04658,0.302854,0.870818,0.0148146,0.352502,3.24035,0.439879,1.89443
0,0.00857768,0,0.358205,1.82083,0.135833,1.21536,0.0219999,0.269652,2.64684,0.593534,2.27148
0.00028962,0.00161687,0,0.466889,1.80809,0.0489861,1.24535,0.0192716,0.145185,2.04751,0.569711,2.63002
0.000394456,0.00191439,0.0227453,0.474679,1.82061,0.0468538,1.22465,0.0201864,0.0305512,1.6839,0.415764,3.01012
0.123387,0.0055975,0.167148,0.432731,1.75818,0.000927496,1.16641,0.00597836,0.0399893,1.47605,0.17402,3.1791
0.383806,1.23271,0.208374,0.322003,1.43553,0.0151118,0.83216,0.00547625,0.0379972,1.42512,0,2.9806
0.534642,2.93856,0.0754593,0.244423,1.03106,0.471926,0.54182,0,0.491005,1.52938,0,1.98882
0.229615,3.84997,0.0338205,0.0600444,1.01764,0.447368,0.266827,0,0.854099,1.37051,0,0.498443
0.0236839,4.03819,0.0803435,0.00605611,1.05899,0.46547,0.134967,0.0909593,0.872748,1.37344,0.0411596,0.243523
0.0627613,4.02488,0.156821,0.0114758,1.17461,0.442184,0.0402656,0.00582346,0.821686,1.4112,0.0419536,0.395596
0,3.6158,0.0959421,0.0204279,1.45071,0.437903,0.117602,0.0101637,0.731902,1.63545,0,0.668848
0,3.26772,0.0149225,0.0496946,1.55664,0.362295,0.133117,0.012996,0.810454,1.9322,0.0166303,0.713057
0,3.72857,0.00359646,0.109704,1.49961,0.375054,0.0189015,0.0311488,0.928147,1.68162,0.119991,0.205884
0,3.87606,0.000879302,0.113369,1.32981,0.361352,0.0318207,0.0514466,0.927627,1.6354,0.234611,0.106819
0.000114047,3.93164,0.000514074,0.117394,1.20095,0.446382,0.0397431,0.188182,0.843797,1.51625,0.118406,0.0939424
0.000103132,3.96178,0.000940115,0.213568,1.04568,0.499389,0.0515678,0.0671181,0.883781,1.45038,0.176256,0.102724
9.57191e-05,4.03955,0.00105244,0.323188,0.987761,0.498439,0.0352604,0.0949434,0.914019,1.3484,0.145786,0.168413
0.000251824,4.04841,0.000193236,0.376676,1.17659,0.393545,0.0439766,0.02459,1.01619,1.31165,0.0415611,0.210563
0.000222477,3.96593,0.163157,0.293428,1.26968,0.256175,0.0550303,0.00767823,1.1375,1.18747,0,0.185305
0,4.02688,0.233874,0.215144,1.38941,0.351245,0.124232,0.00895923,1.0094,1.17947,0,0.134299
0.114333,4.21009,0.155214,0.14374,1.42815,0.466418,0.0529275,0.119649,0.926818,1.17874,0,0.120215
0.222594,3.7551,0.0641151,0.0163027,1.32794,0.425562,0.00310745,0.233291,0.672518,1.62045,0.0557674,0.00037888
0.171717,2.99068,0.708417,0.00349966,1.17495,0.445047,0.0170617,0.399951,0.346952,2.06254,0.201355,0.000338514
0.0866179,1.71873,1.5048,0,1.00976,0.382316,0.118982,0.297296,0.345662,2.38127,0.262229,0.000139739
0.0768552,1.21867,1.70079,0.141342,0.97342,0.119777,0.278303,0.0374012,0.414724,2.60566,0,0.0209804
0.0481472,2.32364,1.13162,0.188892,1.14521,0.0272513,0.295716,0.03777,0.396414,2.72298,0,0.0965166
0.132504,3.15659,0.237616,0.225201,1.21803,0.0359368,0.11189,0.173769,0.537094,2.82339,0,0.399994
0.0840561,3.05413,0.0623894,0.158066,1.41374,0.0795654,0.0106853,0.284337,0.284219,2.65345,0,1.48935
0.000358927,1.87325,0.137039,0.072827,1.59823,0.0399641,0.0533446,0.163006,0.175262,2.60606,0,2.22725
0.00747314,0.447421,0.177192,0.00761452,1.94326,0.0954834,0.267712,0.0233772,0.172407,2.61745,0.0573871,2.51414
0.0125224,0.19851,0.101032,0,2.29907,0.0711592,0.448509,0.0365738,0,2.57188,0.183165,2.44584
0.00324005,0.206181,0.0778591,0,2.21886,0.0522687,0.613106,0.208031,0,2.37893,0.194063,2.50026
0.000308382,0.229106,0.0539802,0.0123362,2.28492,0.047347,0.657055,0.20069,0,2.34902,0.179661,2.70477
0.000469662,0.216143,0.0106269,0.0549555,2.75091,0.0398544,0.668891,0.115111,0.00127185,2.47707,0.16575,2.61403
0.000558886,0.189419,0,0.187435,2.81675,0.0368755,0.668951,0.0853842,0.0514689,2.54714,0.126488,2.47189
0.000507432,0.16692,0,0.388705,2.66344,0.0385053,0.700525,0.0754585,0.0598677,2.50642,0.228476,2.36993
0,0.176883,0.0032869,0.448083,2.53038,0.0264179,0.65881,0.117329,0.0714837,2.44532,0.256936,2.26647
0,0.247818,0.388067,0.391057,2.36823,0.0157213,0.458356,0.0413016,0.0703332,2.27644,0.29673,2.25983
0,0.28569,0.41997,0.103894,2.55197,0.0412792,0.440071,0.0283834,0.0686378,2.37789,0.379389,2.03312
0,0.277199,0.10157,0.0203939,2.82429,0.0317519,0.496412,0.0173825,0.214016,2.72996,0.133357,1.99125
0.000420556,0.258313,0.0205189,0.243676,2.91374,0,0.0419541,0.0111796,0.0585132,3.28491,0.0631554,2.0836
0.0865836,0.173533,0.00675041,0.262816,2.9037,0,0.0678427,0.00650347,0.15504,3.43225,0.054279,1.79638
0.000636336,0.0993132,0.00103868,0.289645,2.90862,0.0177146,0.117897,0.0216415,0.297061,3.18891,0.0506168,1.76804
0.000611567,0.0442249,0,0.197727,2.87515,0.0317094,0.293431,0.00318421,0.408559,3.08581,0.0490882,1.87939
0.000503396,0.00115291,0.0646912,0.164325,2.92956,0.0362784,0.385227,0,0.400649,2.98683,0.0782603,2.05881
0.000257407,0.00222159,0.0501313,0.133704,2.96451,0.0425873,0.454163,0.00210231,0.179927,2.98507,0.0964492,2.11367
0.140625,0.00255995,0.00430853,0.343365,2.77967,0.0261535,0.55812,0.0275619,0.0578803,3.44678,0.0779473,1.82497
0.1858,0.00142325,0.022349,0.223679,2.86599,0.0186616,0.680123,0.129584,0.0163462,3.79048,0.0489389,0.886498
0.17817,0.0365671,0.076231,0.0155395,2.95584,0,0.415893,0.189011,0.489408,3.75665,0.00578006,0.297246
0.176264,0.137689,0.0363696,0.0158586,2.74042,0,0.313981,0.301403,1.26153,3.24937,0,0.433845
0.192537,0.201702,0,0.0106197,2.71545,0.0464661,0.50137,0.179678,1.69881,2.56414,0,0.308953
0,0.310019,0,0.00119904,2.79012,0.110535,0.555926,0.0390185,1.9019,2.45681,0.123256,0.191759
0,0.369357,0,0,3.04699,0.11107,0.411049,0.0382405,1.88613,2.43837,0.224495,0.200064
0.000449242,0.373577,0,0.022877,3.11752,0.0835362,0.311171,0.0215661,1.89288,2.53514,0.216052,0.185451
0.000612481,0.321454,0.00099056,0.039741,3.12175,0.0276144,0.34981,0.00706928,1.91949,2.79658,0.118841,0.0348836
0.000562953,0.307427,0.00135704,0.0336077,3.1586,0.00450883,0.400505,0.0025898,1.56039,3.00324,0,0.0263397
0.136624,0.358674,0.0633325,0.0298142,2.92097,0.0181636,0.350256,0.00260632,1.47993,3.0266,0,0.0372414
0.263161,0.390426,0.182744,0.0283554,2.93099,0.0191579,0.237781,0.00379018,1.71283,2.96295,0.120866,0.189768
0.150849,0.348218,0.22307,0.0102021,3.19022,0.0100809,0.0920555,0.0790099,1.84582,2.8144,0.15168,0.180025
0.199124,0.318412,0.193556,0.00994367,3.36186,0,0.00323917,0.0823598,1.84148,2.84904,0.154728,0.16468
0,0.288702,0.10037,0.0185831,3.38715,0.204694,0.000405809,0.0889563,1.76413,2.85035,0.287258,0.167285
0.000179854,0.262982,0.00227827,0.0187745,3.44037,0.312247,0.704517,0.000739072,1.36483,2.61667,0.247977,0.218497
0.00025512,0.234671,0.250052,0.0136796,3.18508,0.291476,1.0781,0,1.06573,2.57115,0.265763,0.958592
0.000276825,0.193534,0.339957,0.00848619,2.89345,0.177057,1.14625,0,0.881573,2.67815,0.321402,1.35739
0.000403106,0.167179,0.067057,0.007972,2.84279,0.00910215,1.28331,0,0.379247,2.93194,0.301098,1.34359
0.000446453,0.158331,0.0209535,0.0125367,2.97024,0.00570493,1.27602,0.0351043,0.292363,3.07156,0.162039,1.43328
0.000509033,0.171902,0.0558751,0.0141091,3.1386,0.401786,1.01486,0.0229493,0.339973,3.00148,0.051698,1.67628
5.5086e-06,0.178686,0.00263862,0.00824209,3.19259,0.295821,0.9724,0.015924,0.504068,3.10005,0.203796,1.52009
0,0.192871,0.00359325,0.00492084,3.16217,0.345394,0.933729,0.0177696,0.395871,3.22092,0.200165,1.25051
2.03647e-05,0.208288,0.00318988,0,3.22197,0.326482,0.891312,0.0583171,0.2921,3.41192,0.284039,0.95632
0.000329767,0.212338,0.00110703,0.0151639,3.12042,0,0.800776,0.0845409,0.255296,3.72532,0.22491,0.979901
0.000577451,0.204126,0.000274901,0.178516,3.08442,0.000890422,0.804467,0.0614944,0.199913,3.83814,0,0.998872
0.000766858,0.180361,0.0235873,0.420023,2.75768,0.0211129,0.843939,0.0220802,0.278034,3.45885,0,1.34014
0.00077753,0.180708,0.173523,0.545126,2.4718,0.0253201,0.811861,0.00897401,0.348966,3.27812,0,1.5176
0.00065938,0.184183,0.2282,0.542942,2.45701,0.0207015,0.841459,0.00376947,0.34133,3.21698,0,1.71854
0.000264103,0.188551,0.215402,0.482135,2.5625,0.00888389,0.960154,0.00531456,0.26098,3.21309,0.0145563,1.92316
0.0116744,0.185617,0.147681,0.384812,2.52285,0.00623484,0.99402,0.00739982,0.118183,3.32393,0.0887238,1.87876
0.00080953,0.184233,0.0693785,0.320709,2.31671,0.0195479,0.87699,0.00880078,0.110282,3.4022,0.0600518,2.06287
0.000860554,0.184839,0.0434574,0.0813187,2.36353,0.0188371,0.87679,0.0236244,0.181672,3.44481,0,1.93138
0.000621624,0.190478,0.0695677,0,2.67493,0.0203282,0.824195,0.019689,0.419594,3.46227,0,1.83714
0.101948,0.195506,0.00216304,0.0132049,2.88615,0,0.581641,0.0274551,0.469785,3.54862,0,1.80343
0.116624,0.206183,0.00217916,0.0622748,3.17777,0,0.338858,0.109473,0.471391,3.41832,0,1.71086
0.0169092,0.275549,0.00175925,0.179181,3.34532,0,0.174508,0.258135,0.496478,3.3261,0.0159602,1.35763
0,0.183252,0.0923901,0.230608,3.41117,0,0.182277,0.363774,0.461694,3.24621,0.000170227,1.45563
0.000128044,0.156782,0.0982947,0.229868,3.44908,0,0.354368,0.280489,0.487216,3.22581,0.022219,1.54843
0.000417843,0.10265,0.0331924,0.222519,3.35576,0,0.509914,0.132577,0.335601,3.32206,0.0285545,1.59193
0.000336058,0.148139,0.175663,0.163716,3.26557,0.0330069,0.401081,0.00794913,0.258198,3.35169,0.141837,1.5541
0.000376465,0.186506,0.142121,0.20241,3.12753,0.0771306,0.228759,0.00771172,0.271479,3.40742,0.195478,1.70428
0.000480892,0.2006,0.0934522,0.0695737,3.24338,0.133543,0.273923,0.00739962,0.233083,3.43584,0.0564792,1.71264
0.000621185,0.195077,0.142549,0.0380414,3.28057,0.160817,0.373234,0.00781773,0.190619,3.49226,0,1.41636
0.000489481,0.194763,0.185767,0.000671032,3.41925,0.0125969,0.418912,0.00842895,0.156125,3.44046,0,1.17533
0.000145786,0.20744,0.241399,0.0112645,3.5175,0.014924,0.470956,0.00762897,0.511787,3.44205,0.379917,0.936152
0,0.17408,0.179564,0.292055,3.0855,0.0235596,1.13755,0.0105624,0.614723,3.38001,0.233079,1.06554
0,0.201137,0.139717,0.271711,2.74389,0.0273327,1.32136,0.0215111,0.56974,3.41659,0.170015,1.05313
0,0.218329,0.105145,0.134158,2.73303,0.00634906,1.29965,0.15518,0.452278,3.42666,0.0757038,0.894677
0,0.224066,0.0188153,0.0329721,2.80209,0.00105194,1.21156,0.249322,0.218192,3.36161,0.0354463,0.840752
0,0.135555,0.00336986,0,3.02907,0,1.28798,0.0328819,0.248603,3.33059,0.0437516,0.809494
0.000136788,0.152184,0.107224,0,3.22741,0,1.11724,0.0147834,0.29576,3.23783,0.0470292,0.806062
0.000530665,0.169516,0.0293365,0,3.33564,0.093398,0.897606,0.0123203,0.335235,3.23019,0.0283423,0.974038
0.000472609,0.191588,0.0804347,0,3.22961,0.0954912,0.803237,0.0165328,0.343487,3.24717,0.0275335,1.11996
0.000256216,0.210025,0.0770891,0,3.22129,0.178178,0.730272,0.0318934,0.316494,3.32139,0.051611,1.21913
0.0913226,0.212391,0.0607129,0.00287134,3.04555,0.333921,0.624549,0.0204224,0.112637,3.47131,0.20458,0.968965
0.220547,0.165759,0,0.0175384,2.96755,0.233259,0.677815,0.00963103,0.0708732,3.52787,0.154644,0.604748
0.0268673,0.157369,0.00318705,0.0146706,3.11236,0.119644,0.544,0.0104724,0.0642767,3.53512,0.155994,0.775065
0,0.209033,0.0641187,0.00326089,3.30915,0.00418101,0.410251,0.0105635,0.0575865,3.50333,0.160328,0.932441
7.02144e-05,0.130617,0.158443,0,3.5925,0.0101172,0.363938,0.0106434,0.0424823,3.41174,0.130627,1.00796
0.177211,0.390194,0.152987,0,3.57997,0.0260715,0.424016,0.0113334,0.147037,3.40937,0.071296,0.938198
0.333965,0.413258,0.0797845,0.0146445,3.20032,0,1.35609,0.0104774,0.373414,3.48315,0,0.830255
0.228703,0.445592,0.00749059,0.017005,2.74928,0,1.78752,0.0379549,0.369465,3.51756,0,1.1354
0.133392,0.463767,0.00326069,0.0286036,2.64039,0,1.83457,0.224065,0.247047,3.50926,0,1.3532
0,0.347281,0.00171195,0.0200882,2.70794,0,1.73801,0.230188,0.0711325,3.55152,0,1.25167
0.0122786,0.396595,0.00757913,0.0164267,2.70063,0,1.30688,0.0106143,0.0813429,3.63597,0,1.08752
0.142262,0.384086,0.0424068,0.00787268,2.67898,0,1.24731,0.010844,0.150902,3.62841,0,0.884176
0.348189,0.454873,0.143271,0.0330232,2.80844,0,0.97124,0.0118095,0.223628,3.62715,0.000455387,1.04782
0.469909,0.354141,0.302379,0.00752009,2.91861,0.00117738,0.663582,0.0123835,0.248221,3.6303,0.000811284,1.22934
0.146189,0.18933,0.408675,0,3.18506,0.012309,0.606472,0.0119901,0.125281,3.35397,0.213336,1.25001
0.000107151,0.193056,0.20924,0,3.22112,0.018678,0.836497,0.0109873,0.0932865,3.41976,0.23538,1.13748
2.26844e-05,0.305589,0.149015,0,3.07256,0.0233418,0.858833,0.00908383,0.0860555,3.45096,0.37872,1.32439
1.2299e-05,0.461405,0.0294103,0.0149731,2.95518,0.153664,0.931474,0.0068368,0.0688865,3.42604,0.172863,1.65292
0,0.422341,0.00986923,0.012983,2.98782,0.185658,0.99115,0.00522006,0.0805399,3.38564,0,1.58163
0.00528312,0.444032,0.00544281,0.0126251,3.13871,0.0573608,1.17148,0.155892,0.0946146,3.4055,0,1.41091
0.105168,0.266001,0.00625974,0.0122453,2.80114,0.166276,0.938628,0.30068,0.265801,3.37511,0,1.68928
0.313794,0.252091,0.00725642,0.16172,2.6592,0.14182,0.780534,0.32789,0.608199,3.27483,0.113805,1.52907
0.352204,0.214285,0.025595,0.338278,2.51071,0.214468,0.616314,0.319624,0.759951,3.14084,0.110287,0.954234
0.112137,0.17963,0.0824944,0.0344004,2.89242,0.154563,0.599361,0.314793,0.729551,3.09565,0.102747,0.65616
0,0.148694,0.153086,0.00195102,2.82074,0.0133426,0.56027,0.276655,0.53575,3.03644,0.0880161,0.997131
0,0.164548,0.0656935,0.0731177,2.71886,0.0296732,0.619055,0.278194,0.562243,3.05158,0.12099,0.883666
0,0.386459,0.86988,0.447558,2.10544,0.0331028,0.546824,0.113017,0.690443,2.95656,0.207933,0.641209
0.000411087,0.549828,1.93539,0.536175,0.984764,0.0377619,0.639868,0.153966,1.00138,2.75949,0.33564,0
0.000345261,0.444588,2.58412,0.222518,0.808009,0.038059,0.790879,0.342177,0.930419,2.63339,0.326464,0
0,0.235225,2.77598,0.0263416,0.865897,0.0309961,1.10665,0.358643,0.728571,2.91638,0.0292055,0
0,0.301474,2.85972,0.012911,0.645668,0.0112176,1.1987,0.278225,0.20573,2.96822,0,0.0847385
0,0.376754,2.81304,0.0401467,0.634859,0.00351324,1.47447,0.240648,0.186458,2.91141,0,0
0,0.570569,2.72275,0.0292161,0.388299,0.00864873,1.64544,0.187201,0.273469,2.85691,0,0
0.000315713,0.701154,2.75811,0.0545269,0.407885,0.017487,1.79335,0.0986397,0.195535,2.64661,0,0
0.000313114,0.773452,2.69893,0.00283001,0.464183,0.0140258,2.22157,0.141167,0.0219745,2.48072,0.11823,0
0.000266303,0.815708,2.38584,0.00714724,0.482098,0.00171854,2.51725,0.288207,0.0965191,2.70993,0.198482,0
0.000494462,0.771931,2.45165,0.0186207,0.62036,0,2.61852,0.240616,0.137757,2.81857,0.0921773,0.117025
